 	vuole	pianto	</S>
e	0.995642	0.0019139435	0.002443938
t	0.962241333333	0.0104017668333	0.0273566813333
è	0.939645777778	0.0237666222778	0.0365873204444
l	0.937957259259	0.0457374074259	0.0163051968148
i	0.81122808642	0.176770202475	0.0120019956049
k	0.475689295473	0.326635734158	0.197675298535
l	0.174540065158	0.279091244719	0.546368766178
a	0.0802504550527	0.229833081573	0.689916588726
m	0.0475251516842	0.442518027191	0.509956862909
m	0.0244907505614	0.46139467573	0.51411462097
è	0.0119866195205	0.482597225243	0.50541620699
n	0.00554338584017	0.751329075081	0.243127335663
o	0.00355960094672	0.61638535836	0.380054711888
</S>	0.00212214397336	0.39270367918	0.605173855944
