 	credo	che	stanno	ancora	svegli	</S>
p	0.8407825	0.126301453	0.0176268425	0.0031926385	0.00082995826	0.011266334545
i	0.803873833333	0.165190453	0.0120606758333	0.0146398851667	0.000475248593333	0.00375968682833
s	0.604824277778	0.304108484333	0.0417897919444	0.0323944950556	0.00631895986444	0.0105636145594
t	0.407325092593	0.387119161444	0.0654787973148	0.0435097316852	0.0508020866215	0.0457650048531
è	0.210003797531	0.583152387148	0.0535542324383	0.0334791028951	0.0599754358738	0.0598352016177
o	0.085981119177	0.723251129049	0.113817444146	0.0243278932984	0.0210067356246	0.0316157403392
k	0.0349697597257	0.696488043016	0.188404481382	0.0311474310995	0.0283150618749	0.0206752532464
a	0.0169529992419	0.506580347672	0.328411827127	0.0434432770332	0.086823320625	0.0177882710821
s	0.00606832908063	0.251311915891	0.491129609042	0.0596851923444	0.175385106875	0.0164197770274
t	0.00256160302688	0.131701105297	0.381372536347	0.0488816974481	0.354650035625	0.0808329256758
è	0.00165312100896	0.0710749684323	0.446784845449	0.025298085816	0.343901245208	0.111287908559
o	0.00136810133632	0.0344950494774	0.534017281816	0.239143781939	0.135131881736	0.055844144853
n	0.00123307144544	0.0153107431591	0.418111760605	0.32079289398	0.157964527245	0.086586956951
e	0.00102147874848	0.0073736377197	0.319440920202	0.34197426466	0.224966175748	0.10522338565
a	0.00059002251616	0.00504023590657	0.154185140067	0.514940754887	0.281036725249	0.04420717855
n	0.00313357883872	0.00894261196886	0.0890160133557	0.392270918296	0.418043908416	0.08859304285
k	0.00376025594624	0.00879835465629	0.0624294911186	0.173529156099	0.319063329472	0.432419347617
ò	0.00718570498208	0.00976156888543	0.0719261837062	0.0688862686997	0.133087403157	0.709152782539
r	0.00978086499403	0.0130234296285	0.112695061235	0.286546456233	0.0886343343857	0.489319927513
a	0.00476562633134	0.00817273654283	0.0809059870783	0.591002152078	0.115766711462	0.199386775838
a	0.00192406911045	0.00494729884761	0.0326943956928	0.450194217359	0.407202570487	0.103037458613
t	0.00162420203682	0.00429934961587	0.0143392252309	0.161957602453	0.641411190162	0.176368552871
s	0.00123785841227	0.00273992220529	0.0064167714103	0.063485664151	0.420139240054	0.505980517624
ù	0.00081365720409	0.00268762306843	0.00491796013677	0.0393150213837	0.412462256685	0.539803505875
n	0.0026977457347	0.00963013435614	0.0131117867123	0.0380140737946	0.696875418895	0.239670901958
n	0.00456554191157	0.0104977507854	0.0153090989041	0.0283470945982	0.522933799632	0.418346700653
i	0.00321388130386	0.00412298292847	0.00749352630137	0.0300210348661	0.337778593211	0.617369900218
t	0.00116798710129	0.00183653097616	0.00304968610046	0.0302536132887	0.290221497737	0.673470633406
i	0.000431077933763	0.00075819565872	0.00117053936682	0.0118257060962	0.154011799246	0.831802877802
</S>	0.000226463316882	0.00051526082936	0.00068965468341	0.0084251530481	0.138055899623	0.852087938901
