 	non	aveva	cosa	a	fare	</S>
e	0.8031775	0.08911225	0.035911075	0.02582056	0.040472485	0.005506238
n	0.5570785	0.242601483333	0.094552075	0.0456572866667	0.055555185	0.00455531466667
ì	0.190248566	0.595701827778	0.112843244667	0.0385617078889	0.0584443223333	0.00420018685556
c	0.0738505546667	0.786259942593	0.0687531012223	0.0265777482963	0.0427826681111	0.00177605758519
h	0.0350243988889	0.836788647531	0.0625233337408	0.0256572160988	0.038372846037	0.00163374586173
e	0.0126771402963	0.599515535844	0.345007277914	0.0260540720329	0.0141991020123	0.00254695862058
t	0.00505974709877	0.203763198615	0.727708759305	0.0395389906776	0.00742425067077	0.0165050262069
i	0.00207679603292	0.0714468428717	0.556215653102	0.336405963559	0.00744464022359	0.026410242069
k	0.00347876534431	0.0471175909572	0.248922951034	0.503606987853	0.109168383408	0.0877055806897
à	0.00365563011477	0.0405320169857	0.131695090345	0.304971662618	0.389592461136	0.12955326023
m	0.00288364503826	0.0215228923286	0.062652170115	0.309294220873	0.526471487045	0.0771754867433
i	0.00290731767942	0.0127822087429	0.0384380100383	0.280334506958	0.374049829015	0.291488162248
</S>	0.00194438283971	0.00641552132145	0.0197258850191	0.172744403479	0.263797414507	0.535372581124
