 	non	ho	cosa	è	da	mangiare	</S>
e	0.7267195	0.11916255	0.018198645	0.1068431	0.004416215	0.00979005	0.014869962
n	0.436749866667	0.26080885	0.0557381816667	0.220530033333	0.0124644583333	0.00744388333333	0.006265012
è	0.153847918889	0.510500616667	0.0956963938889	0.216896044444	0.0132074484444	0.00632936614444	0.00352255433333
c	0.0656555362963	0.523860538889	0.282630131296	0.117879314815	0.00500986848147	0.00308232708148	0.00188244511111
h	0.0335200570988	0.263732446296	0.614138377099	0.0800470049383	0.00298727282716	0.00278594236049	0.00278906837037
o	0.0127204373663	0.101271782099	0.709235792366	0.166676301646	0.00410593094239	0.00248670078683	0.00350309279012
t	0.0056115971221	0.036814374033	0.676494264122	0.206168700549	0.0461041236475	0.00783062026228	0.0209761075967
i	0.00226447770737	0.014387888011	0.474278988041	0.282622833516	0.185938041216	0.0122183734208	0.0282893425322
è	0.00578845990246	0.010653079337	0.178116596014	0.444563611172	0.311914013739	0.0358693578069	0.0130949908441
n	0.00725701996749	0.0141096264457	0.081407265338	0.348380537057	0.470041671246	0.0710337859356	0.0077701836147
a	0.00318564898916	0.0102994958152	0.0365391071127	0.162474579019	0.540496890415	0.228619995312	0.0183841778716
f	0.00187353199639	0.00972915227173	0.0140674977042	0.0605566663397	0.450421296805	0.358799665104	0.104551959291
à	0.00130995633213	0.00961228609058	0.00662771056807	0.0255865287799	0.301986098935	0.495924221701	0.15895298643
o	0.00189406444404	0.00465814736353	0.00370377818936	0.01368693626	0.126440432978	0.7282700739	0.121346195477
</S>	0.00306734222202	0.00410109868176	0.00377059909468	0.00828975813	0.070049316489	0.80650753695	0.104213897738
