 	le	ragazze	vogliono	guardate	</S>
t	0.977923	0.000211868	0.008224635	0.00644902	0.007191385
a	0.915077	0.0408311363333	0.037033445	0.00396188666667	0.00309667506667
k	0.593188733333	0.194170045444	0.147664415	0.0238575255556	0.0411196150889
o	0.300994311111	0.455104348481	0.158811438333	0.0310012451852	0.054088836363
r	0.184470237037	0.462563782827	0.112420446111	0.115607085062	0.124938576788
à	0.0725039123457	0.274845927609	0.18158081537	0.190102028354	0.280967525596
s	0.0555709707819	0.21328997587	0.361970938457	0.139140509451	0.230027741865
i	0.0538579902606	0.208239658623	0.574834646152	0.0826061364837	0.0804616746217
a	0.0254749317535	0.148634552874	0.760264215384	0.0380105021612	0.0276159155406
t	0.0089806455845	0.0564358842913	0.828006071795	0.0772228240537	0.0293546018469
è	0.00341890192817	0.0226321514304	0.795982690598	0.103569574685	0.0743966672823
l	0.00124491504272	0.0100761638101	0.837789563533	0.079666224895	0.0712231957608
o	0.000712752347573	0.0076872679367	0.633672854511	0.324684141632	0.0332428719203
n	0.000697674782524	0.00527716264557	0.291233551504	0.616708380544	0.0860831239734
e	0.000724612260841	0.00344185754852	0.136816383835	0.698228793515	0.160788374658
k	0.00071674042028	0.00259399818284	0.062864127945	0.740987264505	0.192838124886
a	0.00087950680676	0.00246828839428	0.030049309315	0.677644754835	0.288958708295
n	0.000843541602253	0.00235264446476	0.0173450797717	0.653003584945	0.326455569432
o	0.00114149320075	0.00312127982159	0.00984944325723	0.611500194982	0.374387523144
n	0.00126880406692	0.0033988596072	0.00660455108574	0.612038398327	0.376689174381
i	0.00144927435564	0.00373761953573	0.00448776369525	0.601038132776	0.38928739146
m	0.00152366711855	0.00385769984524	0.00364839123175	0.613464710925	0.377505797153
m	0.00149379470618	0.00319435994841	0.00376960374392	0.572407236975	0.419134932384
è	0.00362805156873	0.00940716664947	0.00470756791464	0.387822745658	0.594434310795
n	0.00374553752291	0.00995833888316	0.00425148597155	0.569654915219	0.412389553598
a	0.00168565184097	0.00395186629439	0.00267691232385	0.562989638406	0.428695634533
</S>	0.00120931942049	0.0027567881472	0.00176995666192	0.347678319203	0.646585317267
