 	è	che	è	entrato	da	qui	</S>
è	0.8744795	0.07403615	0.0321451495	0.005118470445	0.00114017588	0.00074515005	0.012335668
n	0.6451085	0.26502505	0.0504069831667	0.025091256815	0.00115746312667	0.000755225883333	0.012455626
a	0.359426166667	0.562848016667	0.0412898943889	0.0312185789383	0.000456290542223	0.000270613761111	0.00449006077
m	0.162433648889	0.506464672222	0.0312775647963	0.293796686313	0.00118409518074	0.00054592052037	0.00429694569333
b	0.0589675096297	0.238501557407	0.0373372215988	0.621309228771	0.0148570350602	0.00555224017346	0.0234750585644
ì	0.0260923098766	0.135690885802	0.163336273866	0.622102742924	0.0185254280201	0.00709306739115	0.0271593235215
k	0.0126676499589	0.0802243286007	0.256484091289	0.632442247641	0.0062979778067	0.00271647043038	0.0091670189405
e	0.00596980331963	0.0508853095336	0.19887603043	0.47001501588	0.262415744736	0.00264941411013	0.00918838008017
a	0.00374218443988	0.0303076298445	0.120234610143	0.170757938627	0.638689248245	0.02252330137	0.0137451266934
p	0.00249614614663	0.0132104399482	0.047849623381	0.065258896209	0.770815749415	0.0746966004567	0.0256725422311
ò	0.00145156338221	0.00648207331607	0.019191181127	0.0236563887363	0.551000883138	0.369705533486	0.028512314077
t	0.00269908446074	0.013498147772	0.017691313709	0.0288766695788	0.265889594379	0.657225844495	0.0141194480257
t	0.00366323482025	0.0163931725907	0.0168231712363	0.0327655231929	0.16388193146	0.465124814832	0.301348226009
u	0.00231465727342	0.00698780186357	0.0080764294121	0.014467340431	0.0845754771533	0.176976638277	0.706601742003
</S>	0.00124243213671	0.00382748243179	0.00430582320605	0.0072430192655	0.0570543885766	0.106993569138	0.819333371002
