 	non	ha	che	li	aspettiamo	</S>
e	0.704499	0.13520865	0.0465708	0.0499966	0.054830425	0.0088944515
n	0.4317973	0.39641355	0.0875578333333	0.0581257666667	0.0218339116667	0.00427141483333
è	0.151443743333	0.72393585	0.0774996144444	0.0342514655556	0.00983624822223	0.00303300494444
n	0.0735893244443	0.642191616667	0.196726541481	0.0820688318519	0.00375459040741	0.00166933464815
a	0.0467096748148	0.295866138889	0.417048180494	0.237806277284	0.00170828480247	0.00086143541605
t	0.0172997916049	0.11591017963	0.480623726831	0.311393092428	0.0375624662675	0.037210772672
u	0.00663923053497	0.05160535321	0.35875257561	0.472264364143	0.0573863554225	0.0533523575573
s	0.00342512017832	0.02478451107	0.183034425203	0.458937421381	0.238700651807	0.0911178858524
m	0.00259184339277	0.0164120370233	0.0950305750677	0.19668184046	0.463300217269	0.225983295284
ì	0.00811497446426	0.0136899790078	0.0466100916892	0.232018013487	0.467379405756	0.232187298428
n	0.0114890014881	0.0166313596693	0.0473246305631	0.508587337829	0.300367701919	0.115599999476
o	0.00697134049603	0.0120466632231	0.0514446768544	0.57203211261	0.241034467306	0.116470699825
m	0.00573555683201	0.022197697741	0.0297332256181	0.31992027087	0.320305489102	0.302107566608
e	0.00462837861067	0.0250507459137	0.0153238885394	0.123014556957	0.334078496367	0.497903855536
</S>	0.00272035880534	0.0126722929569	0.0081885142697	0.0673076284785	0.353859748183	0.555251427768
