 	lui	sapeva	che	oggi	fa	freddo	fa	freddo	e	non	ha	fatto	il	bagno	</S>
c	0.576185	0.400839605	0.0205983335	0.00226925825	2.21593e-05	7.7017e-06	3.47917e-06	4.66859e-06	2.242275e-06	8.2106295e-06	8.74225e-06	8.416195e-06	4.190666e-07	1.80911e-07	4.124862e-05
ì	0.855216333333	0.136935261667	0.0070223376	0.000767530823333	1.48046166667e-05	5.75949833333e-06	2.16032733333e-06	3.67439766667e-06	1.61389706667e-06	2.83705983333e-06	4.93721833333e-06	5.53415333333e-06	1.587838e-07	1.179365e-07	1.69950366667e-05
n	0.934495777778	0.0607632105557	0.00400260663333	0.000669836181111	3.32732888889e-05	6.11781444444e-06	5.74625644444e-06	2.84157688889e-06	2.03619442222e-06	4.70761694444e-06	2.11229444444e-06	3.48365277778e-06	6.43144333333e-08	2.07792e-07	8.0501888889e-06
o	0.821985259259	0.135087870185	0.0381721588778	0.00086657406037	0.00241972586296	2.36879048148e-05	0.000871888552148	1.24318756296e-05	0.000238490668141	0.000237152605648	1.71053848148e-05	5.67972475926e-05	3.67720611111e-06	1.77415866667e-06	5.2262862963e-06
ì	0.48060528642	0.430402290062	0.0795464196259	0.00391748668679	0.00342746895432	5.87348682716e-05	0.00118309688405	2.97500585432e-05	0.000321544222714	0.000376959201883	2.54577282716e-05	8.39040158642e-05	5.34859537037e-06	4.50955288889e-06	1.14162254321e-05
t	0.189957395473	0.720117430021	0.0777334732086	0.00929646222893	0.00189450665144	8.38696560905e-05	0.000467578328017	3.63044861811e-05	0.000120345974238	0.000199702833961	1.40204660905e-05	5.57789719547e-05	2.51241812346e-06	5.55630096296e-06	1.4728645144e-05
s	0.112595565158	0.652824476674	0.0588175577362	0.114731554076	0.00520429221715	0.0388629404854	0.00180939810934	0.0100866321954	0.00113579789141	0.00022892871132	0.00011508051203	0.000379628357318	1.22634990412e-05	0.000154500233654	0.00304089108505
e	0.0723145817193	0.337719435558	0.351205285912	0.146443134692	0.013112730739	0.0519353841618	0.00487495270311	0.0134909803985	0.0030191659638	0.00070420757044	0.000268362837343	0.000627891119106	2.71898996804e-05	0.000205625027885	0.00405051211835
r	0.0286264205731	0.184585421853	0.621411761971	0.0892659948973	0.027967476913	0.0218275653873	0.00809597423437	0.00568668313283	0.00478225198793	0.00158994585681	0.00174616794578	0.00144001870637	0.000160709399893	0.000173608959295	0.00264004912945
e	0.0136502628577	0.132959731284	0.708207587324	0.0716654782991	0.0311333256377	0.0121107317958	0.00958202474479	0.00329558037761	0.00708403066264	0.00284149861894	0.00267725931526	0.00213071956879	0.000239607133298	0.000165129919765	0.00225728970982
k	0.0057195002859	0.051503234428	0.766033195775	0.089540639433	0.0370944418792	0.0108014205986	0.0111005749149	0.00360485279254	0.00794565355421	0.00386743953965	0.00395827643842	0.00482156985626	0.000589458377766	0.000200391239922	0.00321910656994
a	0.00305238492863	0.0241966031427	0.714910065258	0.114548813144	0.0595784806264	0.0120731868662	0.0206229916383	0.00442306093085	0.0185800345181	0.00922157651322	0.00601206214614	0.00723083995209	0.000899507792589	0.000230935146641	0.00441912552331
s	0.00177284647621	0.0101194793809	0.610259021753	0.155931871048	0.101336860209	0.0226820089554	0.0302745638794	0.00692110364362	0.0259507448394	0.0115222421711	0.00774025738205	0.0081236966507	0.00105572759753	0.00022591744888	0.0060835118411
