 	io	non	so	cosa	è	da	scrivere	</S>
e	0.9614355	0.02605819	0.0011050355	0.0003493285	0.00887973	0.0002606815	8.71368e-05	0.0018244253
v	0.941765833333	0.0264259966667	0.00677253183333	0.0034306025	0.0195582766667	0.000860603833333	0.000125781933333	0.00106044196667
ò	0.923072611111	0.0369362322222	0.0130613772778	0.00457873483333	0.0201669988889	0.00107125261111	0.000113172644444	0.000999519322223
e	0.622794803704	0.132708910741	0.223525292426	0.00627352894444	0.0123253562963	0.00060614287037	0.000131126548148	0.00163490177407
n	0.238154134568	0.145399070247	0.547837430809	0.0218815763148	0.0163435020988	0.00692314162346	0.00119066984938	0.0222706905914
e	0.0940687794227	0.0610564900823	0.752003143603	0.0355894587716	0.0177073840329	0.00982889720782	0.00150823361646	0.0282376885305
s	0.0325545643742	0.0302564966941	0.793825381201	0.0681255195905	0.0310727113443	0.0199670490693	0.00114312820549	0.0230553878435
s	0.0121621971247	0.0309945655647	0.5352744604	0.132440839863	0.0474939371148	0.0586623163564	0.0173844127352	0.165587929281
è	0.0157361380416	0.0314969885216	0.2428336868	0.235346946621	0.130838679038	0.0600051054521	0.0780382042451	0.205704943094
r	0.0203005126805	0.0180212628405	0.159715762267	0.418549648874	0.190036559679	0.0256618018174	0.0919037347484	0.0758109943647
o	0.0102995748268	0.0109503676135	0.142018254089	0.534838216291	0.202146853226	0.0269535672725	0.0426783449161	0.0301146781216
t	0.00347694030893	0.00522096687117	0.093702351363	0.62485440543	0.174548484409	0.0564765557575	0.0191657616387	0.0225541593739
i	0.00120800983631	0.00236007662372	0.0585017837877	0.564006135143	0.200612028136	0.130000018586	0.0141617338796	0.0291500197913
e	0.00189100824544	0.00291131220791	0.0409094945959	0.323744711714	0.341403676045	0.247415339529	0.0117777246265	0.0299466065971
n	0.00243330608181	0.00281457873597	0.023731631532	0.233508237238	0.278900325348	0.381820113176	0.0107603548755	0.0660314688657
a	0.00117380349394	0.00155262991199	0.016154193844	0.162440979079	0.139789708449	0.547833037725	0.0318083849585	0.0992472562886
g	0.00139158596465	0.00150678563733	0.011388547948	0.0757452263597	0.0847670361497	0.650842012575	0.0460827616528	0.128275852096
r	0.00148031965488	0.00158546521244	0.0131245826493	0.0465731087866	0.0387720920499	0.449912470858	0.0967525205509	0.351799617365
à	0.00135273421829	0.00137533840415	0.00980763154977	0.0226176962622	0.0296153440166	0.189575123619	0.341852840184	0.403803539122
s	0.0021651014061	0.00130782613472	0.00437574451659	0.0138300587541	0.0459664146722	0.216897541206	0.523179613395	0.192277646374
s	0.00171194513537	0.000861585011573	0.00256059550553	0.013190352918	0.0365286548907	0.199494080402	0.380954871132	0.364697682125
o	0.00069140221179	0.000463577970524	0.00137090250184	0.009573644306	0.0166660349636	0.117333926801	0.176235423711	0.677664894042
</S>	0.000389944855895	0.000486573985262	0.00116253125092	0.006464412153	0.0137626174818	0.1293484634	0.105887411856	0.742497947021
