 	si	è	rotta	la	coppa	</S>
e	0.9077	0.090278285	0.0001033281	3.3908245e-05	0.00017041145	0.0017138385
g	0.664796	0.324198761667	0.00288083003333	0.001495592615	0.00105667045	0.00557201616667
l	0.389958666667	0.376751920556	0.0330691266778	0.0404863108717	0.14586064015	0.0138736720556
à	0.212359088889	0.176972340185	0.321546775559	0.0545588836239	0.218946113383	0.0156173673519
s	0.19282622963	0.231585813395	0.43867825852	0.0210240305413	0.104460604461	0.0114251991173
t	0.184398386543	0.239868137798	0.289901086173	0.0204957995138	0.10432353482	0.161012666372
i	0.158661438848	0.173261579266	0.204801728724	0.139378433171	0.100492571607	0.223403855457
e	0.152564512949	0.220684193089	0.236496609575	0.257016477724	0.038352353869	0.0948859184857
c	0.0553921743163	0.163232997696	0.232938173192	0.489851492575	0.018314724623	0.0402706728286
ò	0.0187058260388	0.069221069232	0.0803345443973	0.505479164192	0.306042411541	0.0202170776095
p	0.00640928294627	0.0438392930773	0.0297924447991	0.218248054731	0.690572470514	0.0111385358698
p	0.00507916064876	0.184383564359	0.011900454933	0.15608268491	0.537830890171	0.10472353529
a	0.00456776354959	0.215453964786	0.005017101311	0.129976761637	0.197183866724	0.447800845097
</S>	0.00240066177479	0.112182147393	0.0026196351555	0.0877211808185	0.100794688362	0.694281922548
