 	deve	che	entra	da	qui	</S>
è	0.958745	0.0201095185	0.0073411225	0.0013589785	0.001004869	0.01144033
n	0.704524	0.0638675061667	0.218241440833	0.0013608685	0.000840989333333	0.0111649933333
g	0.410169	0.224268502056	0.353426146944	0.0024081185	0.00506579944444	0.00466210777777
h	0.289419333333	0.395492167352	0.300175382315	0.00547484283333	0.00715481648148	0.00228292459259
i	0.178447511111	0.543189389117	0.265436794105	0.00751024761111	0.00332036449383	0.00209525353086
s	0.0876764603703	0.630621463039	0.259924598035	0.010878582537	0.00422310383128	0.00667570117695
e	0.0370015101234	0.526159821013	0.398105866012	0.0264141608457	0.00444452661043	0.00787398372565
n	0.0196505200411	0.335469940338	0.585338622004	0.0422293202819	0.00614046087014	0.0111710112419
a	0.0102220766804	0.222141646779	0.540920540668	0.189403706761	0.00762091362338	0.0296908370806
m	0.0066135022268	0.150632315593	0.540150513556	0.260990235587	0.00784726454113	0.0337660790269
b	0.0043643240756	0.118543538531	0.474829204519	0.174425745196	0.025074654847	0.202762793009
i	0.0035001380252	0.104988612844	0.179827718173	0.410674915065	0.0306964182823	0.270312464336
a	0.0018732760084	0.0449862376147	0.0614546727243	0.664364305022	0.114594706094	0.112727154779
p	0.00131344433613	0.0261312125382	0.0224947075748	0.615294101674	0.254343902031	0.080422851593
ò	0.00292901044538	0.0239899708461	0.0309899358583	0.387075067225	0.47752263401	0.077493350531
t	0.00405508681513	0.0213910236154	0.0921580119528	0.164026855742	0.67672954467	0.0416392935103
t	0.00269166227171	0.0151606978718	0.0928575539843	0.0958424185807	0.472994681557	0.320452874503
ù	0.0017809074239	0.0092792992906	0.0358179013281	0.0546364061936	0.189868427186	0.708616958168
</S>	0.00156354371195	0.0089942146453	0.021394200664	0.0342956030968	0.133212263593	0.800539979084
