 	ho	finito	di	scrivere	</S>
s	0.545437	0.408848	0.017140445	0.00984021	0.018734385
p	0.264386366667	0.705386666667	0.0177073883333	0.00572608666667	0.00679348543333
ì	0.133007922222	0.848355888889	0.0101605827778	0.00431355222222	0.00416215557778
c	0.0858383407407	0.900985296296	0.00493525325927	0.00488617740741	0.00335499819259
c	0.0921353802469	0.662902765432	0.00586809675309	0.180030539136	0.0590629190642
e	0.349586793416	0.324129588477	0.0113229989177	0.236955753045	0.0780046330214
t	0.403906631139	0.346024529492	0.0279435663059	0.128650157682	0.0934752043405
s	0.20215691038	0.418249509831	0.0749475554353	0.0963332192273	0.20831273478
a	0.13445780346	0.252355193277	0.349441851812	0.0397471230758	0.223997911593
à	0.0539371244867	0.0925989544257	0.552609950604	0.179601924359	0.121252030531
t	0.0206309648289	0.0625938514752	0.440672316868	0.431573974786	0.044529090177
s	0.0072931232763	0.0482481504917	0.254858172289	0.427148991595	0.262452050059
e	0.00294437942543	0.0186644151972	0.298150124096	0.236971730532	0.443269683353
g	0.00164981780848	0.00712340676573	0.375408374699	0.287159976844	0.328658561118
r	0.00097004093616	0.00329115202191	0.2164005249	0.289864125615	0.489474187039
à	0.000695159312053	0.00136625577397	0.0913684616333	0.411444175205	0.495125962346
t	0.000534909770684	0.00107437059132	0.0338507872111	0.771568725068	0.192971154115
s	0.000385544590228	0.00104743286377	0.018812775737	0.592248675023	0.387505318038
i	0.000364194863409	0.00066670415459	0.0136045119123	0.213863858341	0.771500439346
</S>	0.000442592431705	0.000340217877295	0.0103259859562	0.11678322917	0.872107719673
