 	il	medico	mi	ha	detto	di	non	mangiare	dolci	però	a	me	mi	piacciono	e	li	mangio	</S>
o	0.6136555	0.3721372	0.005368885	0.00273440445	0.00042307516	0.000382796905	0.00047787595	0.0007311868	0.001462266	0.00016544984	0.0008758973	0.000274089395	0.00097996445	4.35743e-05	0.000119751985	0.000100821995	2.421677e-05	4.307475e-05
m	0.289772246667	0.649531733333	0.013631595	0.0219216814833	0.00205582205333	0.004822924635	0.000891781983333	0.00157860226667	0.00853764866667	0.00061454828	0.00200027576667	0.000457366798333	0.00125825081667	0.000423539733333	0.000431970661667	0.000256033331667	0.000135256636667	0.00167872231667
e	0.137360495556	0.766025911111	0.0338462983333	0.0282110538278	0.00362830068444	0.00691834821167	0.00156383732778	0.00227264742222	0.0101457962222	0.000995996093333	0.00246634525556	0.000943980932778	0.00149932627222	0.000759277911111	0.000500720887222	0.000473193777222	0.000169867545556	0.00221862901222
s	0.092131831852	0.67787497037	0.118071899444	0.0378712112759	0.0153999535615	0.0123259560706	0.00443972244259	0.00389484247407	0.00754217874073	0.00130267203111	0.00394956841852	0.00302982031093	0.00277784209074	0.0100603739704	0.000637314295741	0.00120638259241	0.000368703848519	0.00711481457741
s	0.055116377284	0.39536795679	0.178439299815	0.0808488704253	0.0382591178538	0.0452217186902	0.0206437441475	0.0250910008247	0.00916900958024	0.0309405140104	0.0106748561395	0.010912503437	0.0118910140302	0.0527337246568	0.00523722476525	0.00700465086414	0.00980832061617	0.0126399715258
è	0.0378517957613	0.249391952263	0.276322099938	0.117063623475	0.0334893359513	0.0476480395634	0.0237822213825	0.0308584269416	0.0131062531934	0.0402305610035	0.0110896853798	0.0115988908123	0.0146922946767	0.0576230698856	0.00634785668842	0.00813266305471	0.0126451990154	0.00812578494193
r	0.0314651019204	0.344620650754	0.396468699979	0.102242541158	0.0128618953171	0.0172607998545	0.00909002379417	0.0122145223139	0.0134848410645	0.0135074513345	0.0045801751266	0.0040989006041	0.00668623822557	0.0195426259619	0.00212458879614	0.00272943345157	0.0042233430818	0.00279803408064
e	0.0350007339735	0.290168816918	0.355348233326	0.142771847053	0.036930518439	0.0269335199515	0.0186837179314	0.0307105607713	0.00813952368817	0.0149949584448	0.00649407170887	0.00532448086803	0.0136670960752	0.0097451829873	0.000909805398713	0.00174766081719	0.00142195029393	0.00100736262688
m	0.0204908179912	0.140954105639	0.260342744442	0.238619282351	0.0929355061463	0.0607011399838	0.0259107059771	0.0397854869238	0.0112934945627	0.0166489094816	0.0106599905696	0.00875135028934	0.0179191920251	0.0257023609958	0.00167353946624	0.00287256360573	0.00170781809798	0.0230310941423
u	0.0083566293304	0.0746778185463	0.175966648147	0.286104094117	0.131041502049	0.0788864466613	0.0315001353257	0.0351329289746	0.0113925548542	0.0269540598272	0.0120580301899	0.0139599067631	0.018877890675	0.0513275203319	0.00386334648875	0.00659611453524	0.00236692269933	0.0309372547141
p	0.0035108397768	0.0316486228488	0.101516782716	0.325465698039	0.148957500683	0.11501128222	0.0358090451086	0.0393139096582	0.0109795416181	0.0329754199424	0.01142604673	0.014698938921	0.0186932335583	0.0815071401106	0.00378442549625	0.00709620484508	0.00162988956644	0.015975308238
e	0.00149617825893	0.0153007342829	0.052104627572	0.31735123268	0.182788500228	0.149608094073	0.0361658483695	0.0449601698861	0.0113969205394	0.0372180066475	0.0111511522433	0.0128159829737	0.0170540811861	0.0886187800369	0.00340543516542	0.00594849494836	0.00158464518881	0.0110315794127
n	0.000771513752977	0.00782444476097	0.0273944758573	0.29049907756	0.218446833409	0.186282031358	0.0337001827898	0.0447968566287	0.00985581351313	0.0381141388825	0.0107780874144	0.0119434576579	0.0161160703954	0.0817831933456	0.00334215838847	0.00574842164945	0.00173863506294	0.0108652364709
