 	è	possibile	che	è	entrato	da	qui	</S>
i	0.6709405	0.300548	0.022524845	0.005339989	0.00038101528	3.0569575e-05	9.936235e-06	0.0002254281
s	0.374414366667	0.494339	0.0887358816667	0.032740163	0.00355578642667	0.002424645825	0.000109942668333	0.0036803211
o	0.153944288889	0.692183333333	0.101830960556	0.0390431943333	0.00470641880889	0.00332156560833	0.000146980789444	0.00482320283333
g	0.0705630962963	0.800321444444	0.075345986852	0.0295110381111	0.0111870862696	0.00327756886944	0.000286148163148	0.00950776341111
g	0.0357426987654	0.616414481481	0.100905662284	0.0380469793704	0.17629006209	0.0109585062898	0.00313853738772	0.0185033544704
è	0.0218613462551	0.330836693827	0.210799887428	0.115759926457	0.290320020697	0.0115975704299	0.00426173246257	0.0145630381568
s	0.0213675954184	0.315762097942	0.350688962476	0.133852842152	0.166525333566	0.00401265240997	0.00186755648752	0.00592303205227
t	0.0189946551395	0.292039999314	0.319467654159	0.114647480717	0.129768771189	0.00365851806999	0.0148347378292	0.106587876684
e	0.00840781837983	0.167046633105	0.422119551386	0.121451326906	0.116312700396	0.00520936602333	0.0193235162764	0.140128516561
k	0.00470497612661	0.239382877702	0.559824850462	0.0709845756353	0.058053210132	0.00535612867444	0.00832352909213	0.0533695965203
a	0.00216861237554	0.255687625901	0.574268950154	0.0557489918784	0.0697990033773	0.00717029622481	0.00505280636404	0.0301035321734
m	0.00135544112518	0.163996341967	0.616092650051	0.0674575306261	0.112349401126	0.0087899187416	0.00397269878801	0.0259857773911
b	0.00102699937506	0.104780147322	0.412699550017	0.0576107102087	0.329731800375	0.0135112595805	0.0101658862627	0.0704733924637
ì	0.00098309212502	0.057121075774	0.191546850006	0.212640736736	0.437056266792	0.0123575955268	0.0121028720876	0.0761914508212
k	0.00109406104167	0.020723615258	0.168863283335	0.366903912245	0.405627755597	0.0044096941756	0.00577292369587	0.0266049316071
e	0.000724932680557	0.0111952017527	0.116341527778	0.249906837415	0.314623518532	0.272238351392	0.00425668423196	0.030713071869
a	0.000925806226852	0.00808099058423	0.0437394625927	0.117576645805	0.127616106177	0.634110783797	0.027116414744	0.0408337572897
p	0.00111435474228	0.00407782352808	0.0166628441976	0.0558930552683	0.057269102059	0.719410261266	0.0890446715813	0.0565276857632
ò	0.00132185091409	0.00238514384269	0.00698980473253	0.0284298917561	0.0616264340197	0.529531753755	0.28431122386	0.0854037285877
t	0.0021252103047	0.00177978061423	0.00582784824418	0.0231839305854	0.0911348780066	0.328691584585	0.48341307462	0.0638438095292
t	0.0018484084349	0.00164158853808	0.00493962274806	0.0143966568618	0.0743446593355	0.226144294862	0.369040724873	0.30764433651
u	0.0008103770783	0.000855588846027	0.00206571991602	0.00599344528727	0.0367390297452	0.112671931621	0.145335674958	0.695528445503
</S>	0.00045166743915	0.000528840923013	0.00113145845801	0.00337869214364	0.0183837798226	0.0841440658105	0.080003937479	0.811977722751
