 	ho	cosa	a	fare	</S>
è	0.4643648	0.21680415	0.06268525	0.1329356	0.123209855
c	0.181633966667	0.515808716667	0.0548356833333	0.126966533333	0.120754785
h	0.073481288889	0.795548238889	0.0315317944444	0.0583580777777	0.041080382
o	0.076159562963	0.70186607963	0.185062198148	0.0212659259259	0.0156459176667
t	0.0969000209877	0.57212269321	0.254269532716	0.0276258753086	0.0490814758889
i	0.0633225736626	0.416331697737	0.428704977572	0.0313765917695	0.060263841963
k	0.0292570312209	0.156868732579	0.488600525857	0.206518263923	0.118755297321
à	0.0122737220736	0.066975504193	0.206979041952	0.562510754641	0.15126093244
i	0.0099493456912	0.0319736280643	0.115409213984	0.595599918214	0.247068144147
</S>	0.0136884228456	0.0290331640321	0.101786906992	0.459384459107	0.396107572074
