 	la	donna	è	capace	pulire	deve	pulire	la	casa	ogni	giorno	</S>
e	0.1772885	0.8053935	0.01582317	0.001081229	1.0032875e-05	0.0001758168	1.396535e-06	6.22173e-06	3.3371685e-05	8.744053e-05	4.59761e-05	5.326191e-05
j	0.207518833333	0.7226965	0.0322518366667	0.0177254296667	0.00304702749167	0.00609175026667	0.000695669555	0.00098258431	0.000916191328333	0.000672106176667	0.000899613133333	0.00650229491
i	0.211294277778	0.701775166667	0.0369661488889	0.0236460498889	0.00408703066389	0.00817182075556	0.000929598255	0.00130649813667	0.00119314500944	0.000819434158889	0.00116050101111	0.008650172138
n	0.150155692593	0.681655722222	0.065549752963	0.049571789963	0.00541373505463	0.0233207775852	0.002412591155	0.00210657274556	0.00183037623648	0.00141554681963	0.00216867697037	0.014398431214
è	0.0973688308643	0.650859907407	0.118882917654	0.0702516966543	0.00582916801821	0.0283395415284	0.00290894791833	0.00247393624852	0.00229074607883	0.00178214993988	0.00253075439012	0.0164809720713
k	0.0713801436214	0.768009302469	0.100222539218	0.0385537288848	0.00194983461607	0.00965189100947	0.00097478695311	0.000927527728507	0.00101578327294	0.000772850386627	0.000874051663373	0.0056673864571
a	0.0592452478738	0.70668676749	0.174064746406	0.0471002396283	0.00293425381536	0.00596656183649	0.000431522098037	0.000361614221836	0.000434790004313	0.000541541202209	0.000313646087791	0.00191931941903
è	0.0375351462913	0.42674225583	0.465678248802	0.0599018465428	0.00328210330512	0.00493025027883	0.000251281642679	0.000173198602279	0.000241138071438	0.00046490849407	0.000127902729264	0.00067219477301
n	0.0133930757638	0.207513485277	0.663735416267	0.110892115514	0.00126604580171	0.00241225309294	9.19950575597e-05	6.20060957597e-05	9.03536938127e-05	0.00018101592469	9.74058764213e-05	0.00026502685767
e	0.0054072652546	0.113090495092	0.572457805422	0.297064705171	0.00442019460057	0.00598812769765	0.00014051425252	0.000137463065253	0.000388615831271	0.000551238641563	0.000157638625474	0.00019594908589
k	0.00299000508487	0.058222778364	0.329552035141	0.526984901724	0.0231203315335	0.0242918758992	0.0140436807508	0.00591224468842	0.00244595194376	0.00205550621385	0.00181685787516	0.00856399302863
a	0.00196481836162	0.028521072788	0.16041577838	0.677319967241	0.0396756105112	0.0356842586331	0.0203101535836	0.00955166822947	0.00452836731459	0.00355750540462	0.00351687929172	0.0149539643429
p	0.00108518112054	0.017167607596	0.10211545946	0.752425322414	0.0397254701704	0.0319847195444	0.0167066111945	0.0105271094098	0.0047267924382	0.00362960846821	0.00339807976391	0.0165079881143
à	0.000704598373513	0.009902482532	0.147316686487	0.746777774138	0.0256213350568	0.0214590865148	0.0137804032982	0.0093060401366	0.0041610974794	0.00271672615607	0.0032766899213	0.0149771993714
c	0.000517459124504	0.008537990844	0.177309062162	0.766344924713	0.0105861000189	0.0147217088383	0.00464403166607	0.0034206047122	0.00266762182647	0.00160271705202	0.00275331664043	0.0068945601238
e	0.000593882374835	0.008747466948	0.0929744207207	0.672809641571	0.146866176673	0.0590964696128	0.00326413488869	0.00237954257073	0.00376938994216	0.00266319401734	0.00260656221348	0.0042291003746
n	0.000555900458278	0.006527962316	0.0392808235736	0.542296213857	0.266259725558	0.0899600898709	0.0192823716296	0.0118391008569	0.00805546664739	0.00395622467245	0.00303726740449	0.00894889012487
a	0.000406654819426	0.002990280772	0.0153421445245	0.439756071286	0.380414908519	0.0809951632903	0.0287158572099	0.0179220669523	0.00974117888246	0.00378489822415	0.00395355246816	0.0159773300416
