 	non	so	cosa	stai	scrivendo	</S>
e	0.764323	0.15551465	0.0262036	0.019920585	0.001760467	0.032277896
n	0.481162026667	0.43101255	0.0505175	0.0232868283333	0.00178246366667	0.012238816
e	0.167993002222	0.759037183333	0.05110492	0.0149373827778	0.00157191138889	0.0053557694
t	0.061641144074	0.778677394444	0.0978738933333	0.0264419342593	0.0074163872963	0.0279492338667
s	0.026763991358	0.549534464815	0.131671031111	0.160212944753	0.0234677290988	0.108349511289
è	0.0168872304527	0.286458921605	0.312862077037	0.219288648251	0.0522698763663	0.112233077096
r	0.0099321701509	0.123811673868	0.654431359012	0.120929649417	0.0493815821221	0.0415135656987
o	0.0060440100503	0.0585705912893	0.553414786337	0.346166649806	0.020112017374	0.0156919485662
e	0.00339417668343	0.0256340270964	0.225346228779	0.714967216602	0.019656072458	0.0110024761887
s	0.00210804022781	0.0138556056988	0.086214609593	0.669693072201	0.181843924153	0.0462848587296
ù	0.000902955742603	0.00822929723293	0.0427621031977	0.388997690734	0.478605308051	0.0805025529099
t	0.000663797580868	0.00421294774431	0.0291000677326	0.317691230245	0.58872476935	0.05960705097
i	0.000947147193623	0.0035684892481	0.0152041025775	0.374496743415	0.423689923117	0.182093283657
s	0.000868517397874	0.0033240830827	0.0061223841925	0.267309181138	0.449548641039	0.272826761219
t	0.000567241799291	0.00535733769423	0.0054348713975	0.183497660379	0.420042880346	0.385099920406
e	0.000593867599764	0.00521059256474	0.0050544931325	0.16204835346	0.185419793449	0.641672973469
g	0.000745084533255	0.00334381752158	0.00287630704417	0.0874123844867	0.297639764483	0.607982657823
r	0.000981777511085	0.00368176917386	0.00285004901472	0.0839135948289	0.308295288161	0.600277552608
à	0.00137317583703	0.00306838972462	0.00262992633824	0.0831237982763	0.227623796054	0.682180850869
f	0.00168309527901	0.00306964324154	0.00554998544608	0.0401841327588	0.493520932018	0.45599235029
i	0.001415960093	0.00289100474718	0.00588585414869	0.0210482342529	0.464582204006	0.504176850097
</S>	0.0010507975465	0.00176449787359	0.00306721557434	0.0147895021264	0.235898442003	0.743429425049
