 	da	da	un	famoso	poeta	</S>
p	0.970932	0.0114225	0.005850795	0.000613104	0.0013167515	0.009864735
u	0.713325333333	0.256052466667	0.024585625	0.000553230433333	0.0012000395	0.00428297653333
s	0.318631644444	0.549159822222	0.0938718416667	0.0131044029111	0.00902153216667	0.0162104670444
s	0.238829414815	0.497569940741	0.121931580556	0.0571974343037	0.0207662440556	0.0637053223481
è	0.200657404938	0.52549631358	0.131684160185	0.0603966981012	0.0164922980185	0.0652732774494
n	0.0830168683127	0.582771771193	0.284096720062	0.0216841763671	0.0060420323395	0.0223886224831
a	0.0454451894376	0.385126923731	0.534054906687	0.0244088824557	0.00306112711317	0.00790301016103
f	0.0220698831459	0.191449974577	0.593781635562	0.128618727485	0.0257241423711	0.038355779387
a	0.00923147438197	0.088061124859	0.377876711854	0.432574575828	0.0344497507904	0.0578064264623
m	0.00469871479399	0.042573474953	0.180908637285	0.629442191943	0.0533264869301	0.0890503088208
ò	0.00274146193133	0.0303784249843	0.106289245762	0.681810730648	0.0647896289767	0.11399040294
s	0.00225798431044	0.0341812083281	0.167298215254	0.513465810216	0.210904009659	0.0718927676467
o	0.00265994810348	0.0296568061094	0.177393971751	0.222071170072	0.51796500322	0.0502530558822
p	0.00184488736783	0.0133051420365	0.0706404105837	0.135546956691	0.706614334407	0.0720481519607
o	0.00126122378928	0.0063380173455	0.0253744168612	0.122526885564	0.695539444802	0.148960050654
è	0.000991453596427	0.00473470911517	0.0100234322871	0.0946326275213	0.751261814934	0.138356123551
t	0.000733527198809	0.00416100970506	0.00453848076237	0.0319733291738	0.907916938311	0.0506767211837
a	0.00068305606627	0.00269024990169	0.00265931025412	0.0161068973913	0.67953631277	0.298324147061
</S>	0.000653443033135	0.00223828995085	0.00231217512706	0.0159744486956	0.410579156385	0.568242573531
