 	vuole	pianto	</S>
i	0.9956365	0.001927501	0.002436195
t	0.9637205	0.009849391	0.0264303716667
è	0.941289166667	0.0233371303333	0.0353738872222
l	0.938775055556	0.0453118434444	0.0159133524074
i	0.812226018519	0.175891047815	0.0118831774691
k	0.47617277284	0.326408349272	0.19741909249
l	0.174724257613	0.279224449757	0.546051697497
a	0.0803395192043	0.229939483252	0.689721232499
m	0.0475802397348	0.442366161084	0.510053410833
m	0.0244929799116	0.461208053695	0.514298803611
è	0.0119804433039	0.482394351232	0.50562526787
n	0.00554058776797	0.750985450411	0.243474155957
o	0.00355645725599	0.615994150137	0.380449451986
</S>	0.00211858562799	0.392139575069	0.605741725993
