 	nella	pasta	metti	sale	vuole	il	sale	</S>
s	0.77415	0.2030014065	0.01160444	0.00272286	0.0010693965	0.0001064113	0.000598921	0.0067466375
t	0.918078	0.0686735265	0.00548805333333	0.00296653333333	0.0018734955	0.0001563263	0.000365005666667	0.00239923883333
i	0.807048	0.156632962167	0.0251191644444	0.00790301444444	0.00195895516667	0.0002761541	0.000229603388889	0.000832392814443
p	0.447291066667	0.189840854056	0.185836854815	0.0988985381481	0.0384028183889	0.00562278236667	0.0223167076296	0.0117907761415
à	0.156773857889	0.303681818019	0.306422618272	0.124275052716	0.0510880327963	0.00729046152222	0.0310347192099	0.0194338920472
s	0.0544592416297	0.34035693934	0.510372539424	0.0519146242387	0.0180423152654	0.00244983800741	0.01185011107	0.0105545460157
t	0.0278915672099	0.122525746447	0.617472179808	0.0444225414129	0.0111020160885	0.0015300494358	0.12426789169	0.0507878640052
a	0.0201037557366	0.0494785788157	0.620838393269	0.072618780471	0.00929911536283	0.0018574664786	0.16166608823	0.0641374728351
v	0.0102046785789	0.0212185729386	0.73438413109	0.099734260157	0.0211903817876	0.0053543188262	0.0655397537433	0.0423733091117
à	0.00392277055963	0.0115813109795	0.805441043697	0.075176186719	0.0252674605959	0.00587431724207	0.0341429612478	0.0385936030372
l	0.00134488731988	0.00679348199317	0.905051347899	0.046531495573	0.0096918268653	0.00199661704736	0.0121528294159	0.0164374450124
e	0.00065864853996	0.00262299099772	0.6343444493	0.328749498524	0.0182717489551	0.00469003934912	0.0043959608053	0.00626647900413
à	0.000506002846653	0.00142494566591	0.231689916433	0.720083166175	0.0348725163184	0.00644589644971	0.00211982226843	0.00285753766804
l	0.000295870382218	0.000982881555303	0.0956814054777	0.858102388725	0.0383056387728	0.0033226391499	0.00210841742281	0.00120044055601
a	0.000189071894073	0.000450666185101	0.0469618918259	0.641095462908	0.191470279591	0.105910636717	0.00448131247427	0.00944018351867
e	0.000194888298024	0.000364050395034	0.0172157512753	0.270793887636	0.474569759864	0.206508212239	0.0155395508248	0.0148135678396
t	0.000286275766008	0.000359519465011	0.0060633534251	0.101420195879	0.618528919955	0.206418737413	0.0323566502749	0.0345663626132
è	0.000297208588669	0.00218279348834	0.00794172347503	0.0532589986263	0.554552973318	0.146356945804	0.141767483425	0.0936416542044
l	0.000364603196223	0.00325553782945	0.0137149744917	0.0602286328754	0.558709324439	0.0787131486013	0.195923494475	0.0890899980681
i	0.000394129065408	0.00163370304315	0.0100079538306	0.0490426676251	0.451925508146	0.153426849534	0.190643498158	0.142925779356
t	0.000502681021803	0.000784481114383	0.0037903936102	0.0190234715417	0.187571102715	0.219812283178	0.315449166053	0.253066926452
à	0.000499291940601	0.000833356704794	0.00267142453673	0.0072803495139	0.081883600905	0.138533814393	0.532919722018	0.235378975484
l	0.000306279913534	0.000895409234931	0.00382712817891	0.00472454650463	0.0492337669683	0.063245558131	0.738037240673	0.139730191828
a	0.000257183804511	0.000571141011644	0.0031747647263	0.00324661216821	0.0326370556561	0.0598345860437	0.606463080224	0.293815597276
</S>	0.000164799152255	0.000295361905822	0.00163995536315	0.00178760608411	0.017891927828	0.0632035430218	0.404766040112	0.510250798638
