 	devo	comprare	il	pane	ogni	giorno	</S>
è	0.924361	0.0026130665	0.0003789515	0.00018211915	0.04677541	0.0050294125	0.02066031
n	0.871612666667	0.00667126983333	0.000656392166667	0.000292878716667	0.0912982033333	0.00771756083333	0.0217513366667
a	0.883690222222	0.0177199566111	0.00425993338889	0.00114507723889	0.0784419877778	0.00552854061111	0.00921442922223
a	0.617829107407	0.30451821887	0.0385482111296	0.00248689241296	0.0307415025926	0.00216160487037	0.00371451340741
f	0.218458769136	0.546087739623	0.13593840371	0.0179310408043	0.0416676541975	0.00434368262346	0.0355725911358
o	0.0852103563787	0.353238146541	0.261642467903	0.0672826469348	0.179817784732	0.00653666754115	0.0462716903786
r	0.0372034687929	0.16559018218	0.339857822634	0.102824548978	0.276831261577	0.00980046251372	0.0678920567929
à	0.0137604762643	0.0882710707267	0.241358300878	0.0706461896593	0.491981420526	0.0167814541712	0.0772009922643
s	0.00967162875477	0.124453800242	0.230553793626	0.0726147365531	0.509692673509	0.0193202513904	0.0336931040881
o	0.00779162225159	0.153301733414	0.259144264542	0.328845578851	0.21964269117	0.0136306671301	0.0176435980294
t	0.00285334008386	0.0703620444713	0.138631454847	0.51399619295	0.16949083039	0.04199160571	0.0626746293431
o	0.00119258136129	0.0434682481571	0.087173784949	0.468254730983	0.256151276797	0.0541104352367	0.0896488431144
t	0.00063764912043	0.0332319993857	0.0554736616497	0.348067576994	0.342777425599	0.0770273784122	0.142784581038
s	0.000422597140143	0.189871016462	0.0859386872166	0.192956858998	0.246724101866	0.0829738428041	0.201113527013
o	0.000272743813381	0.245534505487	0.0944868290722	0.101707392999	0.139069993955	0.0838659976014	0.335063175671
m	0.00041483860446	0.0894735684957	0.0347766296907	0.042076204333	0.389818664652	0.0951703658671	0.34827009189
ì	0.000447393201487	0.0333025148319	0.0130667615969	0.0192850957777	0.576608888217	0.183767155289	0.173522063963
p	0.00224910206716	0.017059996944	0.00560494889897	0.0081485529259	0.372975496072	0.423324051763	0.170637687988
à	0.00275682138905	0.0116096071247	0.00310563054632	0.00439347615863	0.157958232024	0.614076683921	0.206099562663
s	0.00149349116302	0.0041924101849	0.00120115642877	0.00167732223621	0.0670359406747	0.703795227974	0.220604520888
s	0.00107752208767	0.00200086839497	0.000623677142923	0.000903943745403	0.0338553435582	0.662566742658	0.298972173629
i	0.00042920939589	0.00125959779832	0.000370278380974	0.000581367581801	0.0205042661861	0.507638247553	0.46921739121
n	0.000292331465297	0.00074526949944	0.000244446093658	0.000358009027267	0.00732619806203	0.431715749184	0.559318463737
i	0.000227122988432	0.00042888206648	0.000158766997886	0.000185487175756	0.00269069202068	0.330490016395	0.665819487912
m	0.000218526162811	0.00034162402216	0.000140741199295	0.000131012858585	0.00106832367356	0.230649438798	0.767450495971
è	0.000388668720937	0.000156261107387	7.7343259765e-05	6.7944596195e-05	0.00116152255785	0.340361146266	0.657787165324
r	0.00130786890698	0.000344721135796	0.000135144746588	0.000111344375398	0.00154574085262	0.449312715422	0.547242388441
a	0.00144961030233	0.000685504711932	0.000228522582196	0.000182188791799	0.00102090145087	0.312490421807	0.683942796147
</S>	0.000785831151165	0.000771229855966	0.000230175291098	0.000180514895899	0.000536017475435	0.159026485903	0.838469898074
