 	dovevo	comprare	il	pane	ogni	giorno	</S>
ì	0.998993	1.7147465e-05	2.7295e-06	2.115584e-06	0.000653411255	6.809993e-05	0.00026354095
c	0.994962333333	4.8046165e-05	1.15814233333e-05	5.92371133333e-06	0.003192067085	0.000574286643333	0.00120598631667
h	0.956869111111	0.000158509055	0.000136248241111	9.29483037778e-05	0.0378655723617	0.00267836888111	0.00219925877222
a	0.763671037037	0.165354461352	0.0138308780804	0.00101574843459	0.0487229307872	0.00356842962704	0.00383621959074
n	0.607018012346	0.258849820451	0.0290158260268	0.0078193894782	0.0565857169291	0.00465293654235	0.0360578431969
a	0.631116670782	0.133618473484	0.0397676086756	0.0248867964927	0.12138157231	0.00459239484745	0.0446361190656
a	0.439184456927	0.237646024495	0.155987769559	0.0343743321642	0.11418159077	0.00207796928248	0.0165478376885
g	0.166979985642	0.334512008165	0.334807589853	0.0538600440547	0.08403426359	0.00270925142749	0.0230969058962
o	0.075551285214	0.194843036055	0.424936863284	0.112402081352	0.161208421197	0.00496167047583	0.0260965986321
r	0.033863651738	0.132710378685	0.422932954428	0.138740027117	0.192081140399	0.0112418134919	0.0684299628774
à	0.017205473246	0.0999067972283	0.269944234809	0.086770079039	0.4041790468	0.027698971164	0.0942952542925
s	0.00777346374867	0.122585936743	0.199777994936	0.0841080963463	0.4803820156	0.0452129570547	0.0601598180975
o	0.00438423118289	0.147427678914	0.208970664979	0.326933698782	0.238198471867	0.0362145323516	0.0378711326992
o	0.00154851666096	0.0687446463047	0.107877788326	0.399121232927	0.385327290622	0.0170680707839	0.0203124375664
s	0.000962718553653	0.0278673421016	0.050468729442	0.250365744309	0.550437096874	0.0480924035946	0.0718061458555
s	0.000749746517884	0.177212520701	0.0796514764807	0.193627248103	0.332517865625	0.0594337345315	0.156807715285
o	0.000537934505961	0.226850943567	0.0804561821602	0.106526149368	0.154836788542	0.0926815115105	0.338110571762
m	0.000557457501987	0.0811358445223	0.0298261540534	0.0475707497893	0.370135929514	0.114707870504	0.356065923921
ì	0.000352579767329	0.0298275947741	0.0114255564511	0.0235731679298	0.540336309838	0.214448656835	0.180035941307
k	0.00167579318911	0.011096044858	0.00421930391703	0.00878191064327	0.346074003279	0.506528885612	0.121624013769
a	0.0021178602297	0.00733840495267	0.00276370130568	0.00702872354776	0.14325378776	0.600339295204	0.237158137923
m	0.0019796359099	0.00503312465089	0.00199060743523	0.00573951718259	0.0527416325867	0.523087431735	0.409428045974
è	0.00192366536997	0.00177188646363	0.000781809121077	0.0020931228942	0.0211897775289	0.647195477245	0.325044381991
r	0.000798246523323	0.000738134734543	0.000297042683026	0.000759655464733	0.0091063891763	0.761196159082	0.227104160664
i	0.000422286707774	0.000538048244848	0.000179978227675	0.000394486821578	0.00395819605877	0.508636119694	0.485870720221
</S>	0.000218653153887	0.000486198122424	0.000157000113837	0.000317010910789	0.00204562752938	0.279614159847	0.717161360111
