 	i	genitori	non	li	dimentichiamo	mai	</S>
u	0.8803065	0.114078865	0.003439399	0.00046599985	1.369445e-05	0.0013503985	0.00034496635
g	0.591371833333	0.372240955	0.0132136196667	0.00849515161667	0.000143958416667	0.00217645616667	0.01235781135
e	0.307819611111	0.645888651667	0.0164339765556	0.0116268405389	0.000206561205556	0.00168395505556	0.0163404329233
n	0.182035637037	0.714350883889	0.0400204621852	0.0240306368463	0.00430285480185	0.00333660468519	0.0319232401144
i	0.132750979012	0.678700627963	0.0742509207284	0.0480460789488	0.0105055849339	0.0166115748951	0.0391346833715
t	0.157051993004	0.651712209321	0.0742014735761	0.0564538263163	0.0121801616446	0.0206448582984	0.0277559644572
ò	0.112873831001	0.651886403107	0.058602991192	0.0544272087721	0.00928560721487	0.0592978194328	0.0536263548191
r	0.0995417770003	0.651283134369	0.057513997064	0.0414009695907	0.00476482940496	0.0910076398109	0.0544874849397
u	0.116518992333	0.490167378123	0.151492932355	0.126920089864	0.00862815013499	0.0824900132703	0.0237821449799
e	0.0698045274443	0.226154426041	0.243540644118	0.369802029955	0.012151140045	0.0624811377568	0.0160658983266
n	0.0273682924814	0.093741275347	0.170004711373	0.602791676652	0.0300001033483	0.0327345125856	0.0433592994422
è	0.0111491539271	0.0412080817823	0.0627400071243	0.478495925551	0.0343507911161	0.0916052708619	0.280450799814
n	0.0054061210757	0.0274473505941	0.0388473423748	0.40621134185	0.018767720372	0.150589090287	0.352730966605
u	0.00378236535857	0.022039200198	0.0313043807916	0.483301780617	0.0678324734573	0.245021696762	0.146717888868
s	0.00193817345286	0.009720960066	0.0144494435972	0.356065260206	0.124592491152	0.248514698921	0.244718829623
s	0.00112785148429	0.00530522335533	0.00577792786573	0.199449286735	0.196132163717	0.238438366307	0.353769276541
c	0.000535369828097	0.00208561178511	0.00254572262191	0.081812162245	0.174856411239	0.227194188769	0.510970758847
e	0.000410089942699	0.00108432592837	0.00152247754064	0.057271887415	0.144294160413	0.199569462923	0.595847919616
r	0.000607161647566	0.00133844330946	0.00116867651355	0.0553160291383	0.181858053471	0.200060587641	0.559651639872
r	0.000683895882522	0.00145854376982	0.00122827950452	0.0611628430461	0.139520117824	0.156608962547	0.639337879957
è	0.000598953627507	0.00254241058994	0.00183494316817	0.051263717682	0.084419772608	0.278837987516	0.580502626652
t	0.00425831487584	0.02347169353	0.00319843438939	0.0385668092273	0.0530899908693	0.456251329172	0.421163875551
s	0.00536748995861	0.02902223251	0.00287268646313	0.0401839030758	0.0380681969564	0.385022976391	0.499462958517
u	0.00217166765287	0.0104526788367	0.00148085382104	0.0260876676919	0.0475346656521	0.34765919213	0.564613652839
m	0.00202930521762	0.00775399294557	0.00147528794035	0.016389122564	0.0634215885507	0.33336893071	0.57556188428
e	0.00180777407254	0.00659068231519	0.00115323931345	0.00978920752133	0.0581497628502	0.364653510237	0.557855961427
m	0.00101686535751	0.00350653210506	0.000721549437817	0.00498106917378	0.0431382209501	0.368703770079	0.577932320476
à	0.00062431091917	0.00275323070169	0.000471619145939	0.00284800605793	0.01782312565	0.296791190026	0.678688773492
i	0.00069789110639	0.00206783690056	0.000562806048646	0.00158289835264	0.00812999055	0.261736063342	0.725222591164
</S>	0.00105394055319	0.00203380845028	0.000817578024323	0.00161551917632	0.007227740275	0.143120031671	0.844131295582
