 	che	consuma	poco	benzina	</S>
n	0.911097	0.040297205	0.029618078	0.008064745	0.010923
a	0.664134333333	0.287220201667	0.0325324926667	0.00672224966667	0.00939075913333
k	0.318696611111	0.466106733889	0.163365130889	0.0175785845556	0.0342530455111
o	0.199571703704	0.523497577963	0.21091254363	0.0221476648519	0.043870491837
n	0.154949301235	0.505002192654	0.231771347877	0.0369813249506	0.071295807279
s	0.0872326004117	0.278305697551	0.252106549292	0.11743444165	0.264920602426
u	0.0606940334706	0.205771532517	0.286815616431	0.135855613883	0.310862867475
m	0.0322857111569	0.242336510839	0.511906205477	0.0712061046277	0.142265379158
è	0.0151590533856	0.185730803613	0.701942401826	0.0403560348759	0.0568118497193
t	0.0065656507952	0.219420234538	0.713289467275	0.0336853116253	0.0270393765731
s	0.0038350715984	0.214722154846	0.434813522425	0.297031837208	0.049597252191
i	0.00420293186613	0.218312794949	0.187044174142	0.482694279069	0.107745417397
a	0.00513592395538	0.239116998316	0.183672358047	0.456894426356	0.115180039132
l	0.00423759131846	0.112907166105	0.181214052682	0.542820142119	0.158820913044
ì	0.00292362873949	0.0503854587017	0.151956617561	0.613780047373	0.180953971015
o	0.0016458945465	0.0212743895672	0.11893840252	0.745843682458	0.112297390338
b	0.00125303718217	0.0108902018557	0.0434661141733	0.790289560819	0.154100863446
e	0.000600374394057	0.0043780459519	0.0160233063911	0.655702853606	0.323295287815
n	0.000517862131352	0.0024851053173	0.0064635704637	0.532498617869	0.458034762605
z	0.000809661710451	0.0052405184391	0.00466699682123	0.471929205956	0.517353587535
ì	0.00107963723682	0.0076450294797	0.00593142227374	0.520850401985	0.464493529178
n	0.00295600907894	0.0104271331599	0.0148426407579	0.679357467328	0.292416776393
a	0.00340395069298	0.00987698771997	0.0149637275193	0.533253922443	0.438501525464
</S>	0.00197579684649	0.00556365885999	0.00753128465965	0.301528111221	0.683401262732
