 	li	vestono	i	genitori	</S>
t	0.959229	0.01069718	0.000479795	0.01626875	0.01332529
u	0.902526666667	0.0816912466667	0.000565226333333	0.00900982833333	0.00620693863333
s	0.565761088889	0.114313215556	0.0317293291111	0.200982021111	0.0872143615111
i	0.383786562963	0.186444871852	0.0461913763704	0.267639537037	0.115937723837
n	0.319026687654	0.209963023951	0.0642439921235	0.304122709012	0.102643844612
d	0.117906695885	0.0812097279837	0.0922387307078	0.535319569671	0.173325614871
ì	0.0586262319617	0.273842895995	0.0642152769026	0.449303856557	0.154011904957
n	0.0509843106539	0.625769298665	0.0425156589675	0.208030318852	0.072700388319
n	0.0364276718846	0.497832109888	0.0285871796558	0.350987472951	0.086165182773
o	0.0177008589615	0.254493380296	0.100547086552	0.506598824317	0.120659727591
n	0.0114358229872	0.176095100099	0.328420028851	0.356104941439	0.12794424253
e	0.0044349676624	0.0748798066997	0.57995734295	0.216091247146	0.124636480843
i	0.00216502555413	0.0410330388999	0.536595780983	0.321119682382	0.099086360281
g	0.00116222785138	0.0170198929666	0.301807260328	0.595222227461	0.0847881867603
e	0.000952735617127	0.00937068765553	0.247723420109	0.58061507582	0.161337662253
n	0.000897006539042	0.00662933255184	0.221062806703	0.557786358607	0.213624554084
i	0.000873626846347	0.00424973751728	0.189265268901	0.566364452869	0.239247518028
t	0.000667368948782	0.00315600850576	0.151829922967	0.60162248429	0.242724839343
ò	0.000366127649594	0.00151484216859	0.0618452743223	0.711163828097	0.225110279781
r	0.000417413883198	0.0016310540562	0.0249847914408	0.782757942699	0.19020899326
i	0.000875617961066	0.00286738135207	0.0226550304803	0.727022647566	0.24657956442
</S>	0.00126411398053	0.00384269567603	0.0277288152402	0.588809823783	0.37835478221
