 	sta	seduta	nel	giardino	</S>
s	0.946827	0.041594925	0.0009367905	0.0034784285	0.007162915
t	0.977429666667	0.0177654983333	0.000847727833333	0.00141637216667	0.0025406634
è	0.705958888889	0.290355239444	0.00106079994444	0.000769815722223	0.00185484953333
i	0.30191862963	0.695173079815	0.000853716314813	0.000354013940741	0.00170003251111
k	0.13600534321	0.793992693272	0.0140878051049	0.00846392201358	0.0474497135037
a	0.06584555107	0.835820897757	0.0237818017016	0.0112589586712	0.0632923778346
s	0.0284370870233	0.822549965919	0.0467533672339	0.0311792708904	0.0710802659449
i	0.0157717056744	0.670110655306	0.147475789078	0.0425359569635	0.124106088648
m	0.0180685785581	0.625591885102	0.186734929693	0.0348769856545	0.134728029549
m	0.017566226186	0.501270628367	0.150929309898	0.0429950952182	0.28723900985
è	0.0159993753953	0.407736542789	0.165653769966	0.0789067650727	0.331703336617
n	0.0408900251318	0.461942514263	0.254849923322	0.0879814550242	0.154335678872
i	0.0403738357106	0.314082904754	0.515928641107	0.0578950850081	0.0717191929573
s	0.0145639692369	0.113936911585	0.688390880369	0.0844470950027	0.0986611309858
t	0.00622322974563	0.041207117195	0.533169960123	0.237015031668	0.182384710329
o	0.00264315958188	0.016296579065	0.460928653374	0.285588677223	0.234542903443
n	0.00175174952729	0.00695484302167	0.472563217791	0.262129892408	0.256599967814
g	0.00136248187576	0.00339109100722	0.29198400593	0.261669297469	0.441592655938
h	0.000589262658587	0.00183725833574	0.128829468643	0.286816099156	0.581927885313
i	0.000385714886196	0.000928991445247	0.067436122881	0.526017699719	0.405231628438
a	0.0021410322954	0.00412043781508	0.0346719409603	0.703425899906	0.255640542813
r	0.0029876774318	0.00525189327169	0.0303848803201	0.750211633302	0.211163847604
d	0.0013846248106	0.00211892875723	0.0432251267734	0.593789544434	0.359481949201
ì	0.0038731672702	0.0133080265857	0.0350887389245	0.470160181478	0.477569983067
n	0.0179687557567	0.0256482088619	0.0238890763082	0.614396060493	0.318097994356
o	0.0193890292522	0.0175876492873	0.0207055154361	0.512946020164	0.429371998119
</S>	0.0098239806261	0.00917714414365	0.0133991927181	0.334022010082	0.633577999059
