 	non	aveva	dove	aveva	per	stare	</S>
e	0.904779	0.0472448	0.0230151	0.020073665	0.0008625215	0.00054331635	0.0034819825
n	0.613931266667	0.236675966667	0.0514578666667	0.070011955	0.0245913598333	0.00055795635	0.0027740425
ì	0.212502090222	0.616237655556	0.0610601055556	0.074815695	0.0322698519444	0.000546686003333	0.0025683795
c	0.0956352314073	0.770453218519	0.0877258518519	0.0329856083333	0.0114648659815	0.000249370887778	0.0014861485
h	0.0569287638024	0.741412406173	0.164865617284	0.0300574694444	0.0046089076605	0.000306754962593	0.00181994283333
e	0.0219263079341	0.500249672058	0.437407872428	0.0346883564815	0.0035429015535	0.000369510654198	0.00181503094444
p	0.00986346331137	0.172762227353	0.678653957476	0.0645240521605	0.0342372305178	0.0251039862181	0.0148548436481
u	0.00388635177046	0.0619560091177	0.487298652492	0.340270017387	0.0525074768393	0.0346199487394	0.019461171216
ì	0.00582302059015	0.0216690330392	0.231038350831	0.684199672462	0.0369030256131	0.0130157222465	0.007350849072
c	0.00679179019672	0.0112486410131	0.129945616944	0.808353557487	0.035902541871	0.0047540394155	0.00300370835733
h	0.00319387039891	0.00757795367103	0.076469805648	0.870357852496	0.028105153957	0.00430859580517	0.00998679278578
e	0.00274199379964	0.00337563455701	0.0364379018827	0.635292450832	0.265210591319	0.0332478686017	0.0236934975953
n	0.00255978493321	0.002300331519	0.0176462506276	0.248683850277	0.544414197106	0.147928889534	0.0364666658651
a	0.00118398531107	0.00147607510633	0.00750418154253	0.0895381200923	0.426715732369	0.415593963178	0.0579878886217
s	0.00082232510369	0.00109111296878	0.00445877518084	0.0338104100308	0.26450491079	0.625495987726	0.0698159962072
t	0.000550271367897	0.000948517822927	0.00365719006028	0.0140407700103	0.17920673693	0.694963995909	0.106631832069
a	0.000368749455966	0.000374982774309	0.00162287435343	0.0059597766701	0.0788028789767	0.767406998636	0.145463277356
t	0.000477949151989	0.0014881342581	0.00228132411781	0.00305436222337	0.0502923596589	0.819158666212	0.123247092452
ì	0.000491658050663	0.0021609647527	0.00451908803927	0.00673757074112	0.0357139198863	0.588873955404	0.361502697484
</S>	0.000423156525332	0.00159454737635	0.00547053401963	0.0108857353706	0.0211303599432	0.339242577702	0.621252848742
