 	dovevo	comprare	il	pane	</S>
ì	0.999434	1.70371e-05	4.1363565e-06	5.5403075e-06	0.00053896305
c	0.995315333333	4.54534e-05	1.50144421667e-05	8.44266916667e-06	0.00461546768333
h	0.989853777778	0.000137918133333	0.000190396814056	4.07623563889e-05	0.00977692256111
a	0.807590259259	0.172010995044	0.0117203366047	0.000470022118796	0.00820808752037
n	0.64172708642	0.276306665015	0.0260908788682	0.0050401540396	0.0508349758401
a	0.73137636214	0.150279621672	0.0404541929561	0.0123922180132	0.0654975219467
a	0.541502420713	0.301024273891	0.120560030985	0.0118289626711	0.0250840773156
f	0.206180006904	0.497962757964	0.253177343662	0.0144977108904	0.0281818991052
o	0.101464602301	0.351563585988	0.399071447887	0.0638371369635	0.0840631330351
r	0.0505988341003	0.212366195329	0.410333815962	0.0987200789878	0.227981044345
à	0.0232403747001	0.138619741776	0.228486315321	0.0621648929959	0.547488681448
s	0.00983971823337	0.106657257259	0.171801481774	0.0370257976653	0.674675893816
o	0.00471041124446	0.10660385242	0.198488493925	0.297874932555	0.392322297939
t	0.00173597691482	0.0485857608067	0.155794497975	0.470570644185	0.32331276598
o	0.00074645510494	0.0246850302689	0.111542165992	0.553755881395	0.30926998866
t	0.000376700168313	0.015410013423	0.0652059553307	0.607278293798	0.311728729553
s	0.000291338722771	0.191922274474	0.0710635517769	0.363619431266	0.373103243184
o	0.00059762790759	0.260947291491	0.073570817259	0.306242143755	0.358642081061
m	0.000730737969197	0.102013197164	0.0419069390863	0.422805714585	0.432543360354
ì	0.000346148056399	0.038171518488	0.0204770583621	0.314493128195	0.626512120118
</S>	0.0002080241282	0.019106088394	0.010294597181	0.161453399098	0.808938060059
