 	hai	già	mangiato	</S>
ì	0.6764775	0.0794011	0.0346667	0.2094544
s	0.6977915	0.0764022233333	0.0219324433333	0.203873636667
e	0.6637995	0.257348264444	0.0101103544444	0.0687422102223
g	0.361380166667	0.554518421481	0.0335231814815	0.0505787647408
i	0.163951522222	0.744908473827	0.0429947871605	0.0481453549136
à	0.0725688407407	0.606929824609	0.29541975572	0.0250813516379
f	0.0483921135802	0.27985727487	0.656003251907	0.015746950546
a	0.0273232108601	0.150301291623	0.760478750636	0.061896150182
m	0.0119352299534	0.070582430541	0.766038250212	0.151443383394
è	0.0085438433178	0.028150634847	0.807439416737	0.155865527798
n	0.0074740777726	0.0107938362823	0.895916472246	0.0858152759327
a	0.0052898919242	0.00516840876077	0.679320824082	0.310220791978
</S>	0.0026587699621	0.00312549938038	0.423663912041	0.570551895989
