 	l	ho	sentito	che	veniva	</S>
o	0.78962	0.12040845	0.0254809	0.00763905	0.015846115	0.0410057135
n	0.49999851	0.122194216667	0.216145633333	0.0486715166667	0.077134415	0.0358561468333
ì	0.169153716667	0.339818138889	0.292034777778	0.0601423355556	0.102154138333	0.0366970889444
k	0.0918382755557	0.690580046296	0.134122925926	0.0243911918519	0.0435619127777	0.0155059229815
u	0.106378758519	0.760748682099	0.072875908642	0.033840047284	0.0203851242592	0.00577179232717
s	0.0768073828397	0.516621494033	0.250253802881	0.119788749095	0.0210533280864	0.0154753621091
a	0.0288617776132	0.213767898011	0.359580934294	0.337592249698	0.0284773426955	0.031719820703
k	0.0126184302044	0.099441139337	0.247712978098	0.528242749899	0.0534366808985	0.0585483402343
a	0.0051508177348	0.044997719779	0.153165292699	0.5793835833	0.0916182269662	0.125684780078
è	0.00271178224493	0.034900706593	0.0651831708997	0.415843327767	0.366574408989	0.114786810026
r	0.00107245508164	0.028989435531	0.0233149136332	0.183808075922	0.72132413633	0.041491203342
k	0.00041169228388	0.0160255935103	0.0103064478777	0.100567058641	0.785279045443	0.0874101177807
a	0.000503723351293	0.00695947950343	0.00691388595923	0.112238886214	0.668159348481	0.205224372594
t	0.000539556817098	0.00387894183448	0.00373290198641	0.104439995405	0.600999449494	0.286408790865
o	0.000256661972366	0.00176583594483	0.00151731599547	0.0523942984683	0.457986483165	0.486079263622
</S>	0.000234561986183	0.00148632797242	0.00107778599774	0.0458155492342	0.293261241582	0.658124631811
