 	era	molto	stanco	</S>
ì	0.917781	0.022371905	0.02390895	0.03593835
o	0.910561666667	0.042798335	0.0154375166667	0.0312026033333
n	0.624905955556	0.297548245	0.0112235055556	0.0663223544444
e	0.237748618519	0.677338748333	0.0088978171852	0.0760149108148
p	0.10430647284	0.832710916111	0.00772502106173	0.0552578629383
o	0.0496677576133	0.868358972037	0.00842197035391	0.0735515876461
d	0.0319441192044	0.892480990679	0.0077079534513	0.067867095882
d	0.0233634064015	0.661614330226	0.0181204511504	0.296901731961
h	0.0226887688005	0.544311776742	0.0195805470501	0.41341857732
ì	0.0190010619335	0.452602025581	0.331817445683	0.196579095773
s	0.00671303297783	0.166875508527	0.759074481894	0.0673368119243
t	0.00405449099261	0.115482236176	0.585327060631	0.295136147308
r	0.0139816703309	0.0963461787253	0.259918586877	0.629753382436
à	0.015835984577	0.0376590629084	0.464352528959	0.482152360812
k	0.00543419732567	0.0171891909695	0.798386509653	0.178990086937
k	0.00228614710856	0.0217197969898	0.612693036551	0.363300762312
o	0.00161858236952	0.0217374223299	0.249850412184	0.726793254104
</S>	0.00157633118476	0.0149267461649	0.158241006092	0.825255627052
