 	sta	e	dorme	nel	letto	</S>
s	0.9789335	0.004002815	0.007888465	0.0001675459	0.00151054605	0.0074973215
t	0.9879475	0.00464688166667	0.00385597033333	0.000168582566667	0.000582824383333	0.00279841183333
e	0.704437833333	0.291189670556	0.00291137877778	0.000175694388889	0.000265588861111	0.00101997611111
c	0.311233044444	0.567921556852	0.106773609593	0.00437409666296	0.000686198687037	0.0090118072037
e	0.150723648148	0.681077852284	0.144327503198	0.00787992222099	0.00104824256235	0.0149432057346
p	0.0781635493827	0.693807617428	0.164075801066	0.0252094307403	0.00324220052078	0.0355017719115
l	0.0519520164609	0.434019539143	0.181395567022	0.138177476913	0.00752185684026	0.186933723971
ò	0.0337713721536	0.261315846381	0.278402489007	0.157337755638	0.0553308856134	0.21384150799
n	0.0172648840512	0.18025861546	0.603559496336	0.0545181408793	0.0690059218711	0.0753927359967
n	0.00870701801707	0.0827932184867	0.528507032112	0.0214647259598	0.0333515672904	0.325176211999
i	0.00390139933902	0.0442277861622	0.247086210704	0.213940961987	0.0228248024301	0.468018737333
s	0.00217411611301	0.0303894887207	0.295116403568	0.404082653996	0.01575488081	0.252482579111
t	0.00095136503767	0.0127810829069	0.267822201189	0.487466884665	0.0138166269367	0.217161859704
o	0.00051343734589	0.0070422943023	0.137667467063	0.605279294888	0.0083990889789	0.241098286568
g	0.00063730144863	0.0043441814341	0.112393822354	0.680587431629	0.010811642993	0.191225428856
r	0.000612708149543	0.0034469771447	0.0639623814513	0.54428347721	0.0480546476643	0.339639476285
à	0.000436021716514	0.00300977904823	0.0339467344838	0.247927925737	0.321190215888	0.393489158762
t	0.000551837572171	0.00219245968274	0.0644534114946	0.096139608579	0.658249071963	0.178413586254
t	0.000418129790724	0.00115669356091	0.0642188538315	0.039767266193	0.508054090654	0.386384728751
i	0.000256673530241	0.000701696520303	0.0262476512772	0.0429694853977	0.180418830218	0.74940557625
</S>	0.00027456476512	0.000767915760151	0.0175053006386	0.0616365426989	0.098289515109	0.821526288125
