 	dovevo	comprare	pane	ogni	giorno	</S>
ì	0.9992345	1.4433295e-05	2.2238185e-06	0.000531699645	4.5079505e-05	0.00017206665
c	0.9952905	3.49143283333e-05	7.83287283333e-06	0.00359362988167	0.000371383835	0.00070182955
h	0.9277455	0.000126809676111	0.000136881824278	0.0687208066272	0.00196381827833	0.00130645651667
a	0.7244695	0.173929171892	0.00550156027476	0.0904941622091	0.00269295275944	0.00291293550556
n	0.5994655	0.263372190631	0.0159821200916	0.0882062807364	0.00409318091981	0.0288810518352
a	0.621326166667	0.130435196877	0.0333677733639	0.174861093579	0.0043325683066	0.0356773752784
v	0.488011055556	0.202132732292	0.0577832244546	0.218106364526	0.00363941743553	0.0303272164261
o	0.238245285185	0.249382244097	0.244899841485	0.230801121509	0.00567177914518	0.031000162142
r	0.115648495062	0.204521414699	0.370107280495	0.237421040503	0.00955931638173	0.0627426773807
à	0.0688963716873	0.1562401649	0.216566233498	0.406167346834	0.0480113721272	0.104118325794
s	0.0303453972291	0.176646414967	0.144503551166	0.461562448945	0.0967484573757	0.0901935752647
o	0.0165913124764	0.207180738322	0.346452517055	0.296825149648	0.0763897324586	0.0565606250882
t	0.00592385422547	0.0977300461073	0.437544505685	0.261963049883	0.0880601574862	0.108778608363
s	0.00263739074182	0.198930882036	0.321777168562	0.180770623294	0.0936273858287	0.202256536121
o	0.00136224158061	0.236686627345	0.209394722854	0.173031147765	0.0714237952762	0.30810151204
m	0.000824912860203	0.0892797224483	0.105138640951	0.432250382588	0.0726001650921	0.299906504013
ì	0.000468019220068	0.0322824404494	0.051113363317	0.613091460863	0.141507288364	0.161537901338
k	0.00145661100669	0.0145870997831	0.0206259041057	0.468119153621	0.382103096121	0.113108367113
u	0.0017895368689	0.0150606665944	0.0222855013686	0.22285698454	0.54409203204	0.193915122371
à	0.000657950822967	0.0115168401981	0.0194414737895	0.0841593215133	0.67143301068	0.21279124079
i	0.000295949407656	0.0040461447327	0.00673170192983	0.0309041738378	0.76173400356	0.196288280263
m	0.000483980269219	0.00147266764423	0.00249194064328	0.0120800112793	0.700284667853	0.283187093421
è	0.000535223723073	0.000506798178077	0.00091766959776	0.0057785370931	0.726522222618	0.265739697807
r	0.000435809207691	0.000273446622692	0.00039233291592	0.00303820236437	0.748690740873	0.247169565936
i	0.000392180202564	0.000286218540897	0.00029182963864	0.00151754475479	0.480062180291	0.517450188645
</S>	0.000212074301282	0.000282297270449	0.00026140831932	0.000793333327395	0.246459490146	0.751991594322
