 	è	che	stanno	ancora	alzati	</S>
è	0.8856665	0.06553508	0.01553239	0.002241261	0.00017524385	0.030849715
n	0.628857833333	0.297376026667	0.0382473633333	0.003624257	0.0001666582	0.0317278316667
a	0.312681977778	0.607991008889	0.0633314877778	0.004131699	5.92281433333e-05	0.0118042796122
s	0.138927192593	0.64441466963	0.184072495926	0.018980603	0.00118965787444	0.0124152022607
t	0.0614185641977	0.590346889877	0.256492831975	0.028917601	0.0256879626248	0.0371362007536
a	0.0321894213992	0.434232663292	0.445474277325	0.0180880803333	0.0330969708749	0.0369185599845
s	0.0150567171331	0.210082921097	0.690779759108	0.0190205734444	0.0185631402916	0.0464969463948
ù	0.00746413904437	0.126354573699	0.761160253036	0.0179342511481	0.0136079824305	0.0734790821316
n	0.00558810634812	0.077760391233	0.830208751012	0.0320000770494	0.00507922781017	0.0493637773772
e	0.00426869544937	0.051804630411	0.635458917004	0.261289425683	0.0290094406034	0.0181691957924
a	0.00293023848312	0.0275736068037	0.291383639001	0.623512475228	0.0451374468678	0.00946290526413
n	0.00305974616104	0.0244381322679	0.125675746334	0.595827825076	0.186819048956	0.064179855088
k	0.00221350575368	0.0222354440893	0.0636234721113	0.276755675025	0.268616016319	0.366555951696
ò	0.00172496228456	0.0110335880298	0.0299204473704	0.0945954983417	0.134627978773	0.728097317232
r	0.00459275076152	0.0162500360099	0.0421398824568	0.252313706114	0.071040899591	0.613662439077
a	0.00485020392051	0.0157412220033	0.0403073908189	0.397520235371	0.27632756653	0.265252946359
o	0.00262791830684	0.00764919733443	0.0156866169396	0.231880178457	0.573816188843	0.16833978212
r	0.00185303376895	0.00638811244481	0.0074010523132	0.084816082819	0.647194729614	0.252347260707
t	0.00089444658965	0.0048404174816	0.0038345051044	0.0360958176063	0.522943909871	0.431391086902
ì	0.00090852319655	0.00344969916053	0.0027754160348	0.0181779915354	0.285093569957	0.689594695634
</S>	0.00129530159828	0.00360926958027	0.0033298330174	0.0094462742677	0.152131684979	0.830187347817
