 	mio	padre	ha	lavorato	sempre	</S>
o	0.6336935	0.34843752	0.015947705	0.0002027477	0.0004646717	0.00125350745
c	0.312126766667	0.653907173333	0.0252468683333	0.00459028256667	0.00135828136667	0.00277054745
i	0.180396855556	0.788411724444	0.0202046394444	0.00604982852222	0.00166459615556	0.00327238555
ù	0.136102951852	0.699870241481	0.154977129815	0.00459110717407	0.00314016108519	0.00131823891667
r	0.0621438506173	0.536474413827	0.386116376605	0.00775776572469	0.00641168036173	0.00109594030556
i	0.0546525168724	0.368791804609	0.561584125535	0.00865862524156	0.00520788412058	0.00110539976852
m	0.0459486489575	0.221738601536	0.544694041845	0.119213511747	0.0386314153735	0.0297742162562
m	0.0306469263192	0.195458867179	0.324190080615	0.172339437249	0.0542783051245	0.223086805419
u	0.0288137421064	0.180537922393	0.320822760205	0.113315412416	0.0282281350415	0.328282601806
è	0.0154631013688	0.0936273307977	0.616642253402	0.0795009041387	0.0154018383472	0.179365172269
p	0.00555684645627	0.0332432235992	0.788295084467	0.10031240138	0.0123810061157	0.060211632423
o	0.00395873748542	0.0163248978664	0.564921028156	0.340398133793	0.0196379020386	0.0547594808077
l	0.00335367882847	0.0095763692888	0.238518919385	0.657201044598	0.0302773340129	0.0610729602692
e	0.00205436927616	0.00438694309627	0.0851354064617	0.712763348199	0.0411033780043	0.154556786756
m	0.00150860409205	0.00238674336542	0.0315705288206	0.6861454494	0.0829604593348	0.195428128919
i	0.00143832569735	0.00156102345514	0.0120215562735	0.580048483133	0.111837386445	0.29309290964
m	0.00140081256578	0.00124117081838	0.0053748354245	0.433453827711	0.216742028815	0.341787303213
m	0.00082469985526	0.000956304272793	0.00265734180817	0.316136109237	0.232342542938	0.447083101071
è	0.00103475828509	0.00147928242426	0.00276772393606	0.129191899746	0.410406380979	0.45512013369
n	0.0012991727617	0.00269042747475	0.0106114279787	0.0898596632487	0.733700460326	0.161839027897
a	0.00132020758723	0.00251883315825	0.0121626626596	0.0897106877496	0.759494486775	0.134793225966
p	0.00125740252908	0.00186726838608	0.00661823088653	0.0814350292499	0.625448828925	0.283373408655
à	0.00079432266636	0.00139376546203	0.00533976696218	0.07630870975	0.548713276308	0.367450469552
n	0.000320017045453	0.000614332820677	0.00359318232073	0.0442648365833	0.713095758769	0.238112233184
t	0.000161702055151	0.000356226606892	0.00205340077358	0.0390700788611	0.745479252923	0.212879487728
a	0.000414319391717	0.000407409535631	0.00104237459119	0.0330207829537	0.555017084308	0.410098162576
</S>	0.000743804695858	0.000567734767816	0.000933378795595	0.0194901764768	0.460117542154	0.518147581288
