 	non	aveva	da	stare	</S>
e	0.824103	0.1188438	0.0207129	0.0049309775	0.031409479
n	0.5573358	0.228360933333	0.195984933333	0.00405134416667	0.014267179
ì	0.191509471333	0.545074311111	0.251206392778	0.00367245368889	0.008537528
c	0.071568295111	0.83526677037	0.0884054792593	0.00137831652963	0.003381451
h	0.0314588573703	0.929075590123	0.0353534130864	0.000854117509877	0.003258237
e	0.0133646181234	0.643543830041	0.336119791029	0.00271568816996	0.00425602233333
n	0.00749200037447	0.231724910014	0.592576263676	0.11189837939	0.0563085041111
a	0.00367038779149	0.092116823338	0.615292421225	0.207763459797	0.0811572347037
s	0.00284770926383	0.0354347877793	0.509395140408	0.386299153266	0.0660233115679
t	0.00177918908794	0.0149427485931	0.225586613469	0.642854384422	0.114836937189
a	0.00119474902931	0.00569752553103	0.093553137823	0.712698794807	0.18685564573
s	0.0023610163431	0.0394832918437	0.0458522792743	0.686237264936	0.22606588191
ì	0.00222151951437	0.0505433806146	0.0239608864248	0.444827488312	0.478446627303
</S>	0.00112050085719	0.0259196153073	0.0130498332124	0.233100844156	0.726809313652
