 	io	dopo	torno	vecchia	vendo	mia	casa	che	ho	Venezia	a	Venezia	e	vengo	da	vivere	qui	a	Kalimara	</S>
e	0.6032415	0.030803735	0.0188709415	0.342531	0.001759676	0.000473911	0.0006976015	0.00022975425	0.0005202486	4.562934e-05	0.00038532195	1.0155565e-05	6.3754005e-05	9.007945e-05	9.703815e-06	7.728175e-07	8.52589e-07	0.00015159605	5.78537e-05	5.5698945e-05
v	0.8588835	0.014024135	0.00708800483333	0.11577533	0.00125047933333	0.000534821333333	0.000732965833333	0.000230296183333	0.000497786433333	6.96602133333e-05	0.00037452365	1.6399755e-05	6.6776635e-05	8.988485e-05	1.20417383333e-05	6.84014833333e-07	5.249704e-06	0.000160374516667	9.55622333333e-05	9.14822783333e-05
ò	0.694969833333	0.256449545	0.00348971161111	0.04267469	0.00103341011111	0.000263471111111	0.000312477611111	9.17239777777e-05	0.000174530467778	5.30704244444e-05	0.000132833463333	1.6814995e-05	2.72741353333e-05	4.009154e-05	8.60827277777e-06	6.38291277778e-07	7.27730466667e-06	7.0754128889e-05	7.56418677778e-05	0.000107472859444
d	0.371958611111	0.555163181667	0.0341923838704	0.03252518	0.00110443037037	0.00071179637037	0.00132935287037	0.000227651475926	0.000556541912593	5.16104281481e-05	0.000379659067778	1.28567416667e-05	4.86433354444e-05	4.86774033333e-05	9.50761759259e-06	6.37605425926e-07	4.64331822222e-06	0.000116839832963	0.00139033241259	0.000167417719815
ò	0.188902103704	0.708449393889	0.0672522946235	0.0279917633333	0.00111424612346	0.000867411090123	0.00167774542346	0.000275927125309	0.000683893104198	4.92743860494e-05	0.000462104909259	9.70051722223e-06	5.58243064815e-05	5.08573811111e-05	9.61528253086e-06	5.86890475309e-07	3.65705607407e-06	0.000131351357654	0.00182720139753	0.000185193406605
p	0.0744597012347	0.679394797963	0.137007698208	0.0886742577778	0.00596674804115	0.00343628933004	0.00424165960782	0.00060335234177	0.00137257683473	0.00030662620535	0.00083823685642	3.48749757407e-05	0.000191400963494	9.91980403704e-05	3.3674704177e-05	1.37497949177e-06	1.5424455358e-05	0.000199179865885	0.00278380105918	0.000339359635535
o	0.0307643280782	0.375233899321	0.279625566069	0.265796085926	0.0105990326804	0.01050654311	0.0121364198693	0.00450516078059	0.00256113561158	0.00101641540178	0.00221098561881	0.00011566095858	0.000684793654498	0.000253767680123	7.68020347257e-05	8.04782983059e-06	2.1380281786e-05	0.000392112621962	0.00310228937639	0.000389539771845
j	0.0137697036927	0.27635126644	0.33606018869	0.288733695309	0.0174127942268	0.0148301477033	0.0147403399564	0.00756816359353	0.00249576187053	0.00536006513393	0.0030565985396	0.00442095865286	0.0015751845515	0.00121255622671	0.00267003901158	0.000493406743277	0.000418295690595	0.00126199987399	0.0019867621488	0.00558156881728
u	0.0080486432309	0.23674791548	0.339781062897	0.28131123177	0.0196166014089	0.0241850492344	0.0261970133188	0.00904929786451	0.00563824395684	0.00982228837798	0.0059235895132	0.00717024621762	0.00471836818383	0.00376589207557	0.00470584633719	0.000748354581092	0.000590741230198	0.00278399329133	0.00163882311627	0.00755654260576
r	0.00310878307697	0.0837131984933	0.429891020966	0.329920743923	0.0213840371363	0.0298225830781	0.0332224044396	0.00909537595484	0.00649126798561	0.0114742627927	0.00658695317107	0.00713180873921	0.00554006606128	0.00421409069186	0.00396849544573	0.000549028860364	0.000514773076733	0.00285837776378	0.000903995105423	0.00960896720192
