 	avete	fatto	già	le	verdure	</S>
i	0.823909	0.15623845	0.00825657	0.0021857005	0.003795285	0.0056147815
k	0.534350666667	0.19402815	0.176780723333	0.0151313001667	0.0748181416667	0.00489096483333
à	0.224692788889	0.424678383333	0.228937031111	0.0182067577222	0.0980975502222	0.00538759161111
m	0.155192162963	0.719926127778	0.080455497037	0.00664036357407	0.0350124697407	0.0027733732037
a	0.181052720988	0.652944375926	0.126830529012	0.0226963411914	0.0153612732469	0.0011147118679
t	0.124761496996	0.376290758642	0.415879176337	0.0499390803971	0.0289166910823	0.0042129020893
o	0.0438349089987	0.138954352881	0.609613725446	0.165057826799	0.0356886636941	0.0068505573631
g	0.0166321629996	0.054387027627	0.586203575149	0.214949942266	0.114766387898	0.013060809121
i	0.0065786343332	0.0216991958757	0.43583452505	0.367310314089	0.143252795966	0.0253245363737
à	0.0043084914444	0.0607804752919	0.227962641683	0.552689104696	0.133235265322	0.0210243221246
t	0.0051429838148	0.088983591764	0.114232780561	0.566518368232	0.216855755107	0.00826678404153
a	0.00452280793827	0.0471843772547	0.0619565268537	0.615601456077	0.241178585036	0.0295561280138
l	0.00256130597942	0.0186745790849	0.0382492822846	0.464403818692	0.424856195012	0.0512546426713
à	0.00147126532647	0.0136786330283	0.0157842140949	0.203784446231	0.421636298337	0.34364518089
c	0.00133813844216	0.0197135776761	0.0112161180316	0.10341245541	0.434086332779	0.430233526963
h	0.00195222281405	0.0178872525587	0.0143822060105	0.0807752851367	0.69102944426	0.193973642321
a	0.00156869460468	0.0076851628529	0.0120753253368	0.0421809483789	0.81772948142	0.118760314107
n	0.00180872186823	0.0052356762843	0.00488729011227	0.0189254594596	0.87721382714	0.091928871369
a	0.00184583262274	0.00435334476143	0.00222252637076	0.0108904298199	0.61724994238	0.363437957123
</S>	0.00107551931137	0.00231139638072	0.00152957018538	0.00757519490995	0.37348047119	0.614027978561
