 	ho	scritto	una	lettera	al	mio	fratello	</S>
è	0.5023865	0.2415969	0.09591855	0.139537755	0.00083442905	0.0004956852	0.00574372	0.013486382
g	0.187266466667	0.5592993	0.0908080866667	0.142089918333	0.000828881963333	0.000490426283333	0.00599834633333	0.0132184036
r	0.257167122222	0.6492711	0.0323883455556	0.0539015694443	0.000304724601111	0.000168060544444	0.00236072511111	0.00443821913333
a	0.370864040741	0.474829366667	0.130985528519	0.0207473964814	0.00016449520037	7.25005814813e-05	0.000846178563703	0.00149040176444
t	0.23930211358	0.534250788889	0.181182309506	0.0142692088271	0.0175615304001	0.00295824502716	0.0022588330479	0.00821698764148
s	0.166174471193	0.498839262963	0.227380236502	0.0132432562757	0.0327093101334	0.0265751216757	0.0032687943493	0.0318095625472
a	0.124573923731	0.238371254321	0.531425745501	0.0119022387586	0.0241865033778	0.0349633072252	0.0016576170831	0.0329194041824
è	0.0461168239103	0.0890687914403	0.790786581834	0.0339658462529	0.0120280754593	0.0150952768984	0.0009936513277	0.0119449778275
n	0.0167696406368	0.0349509371468	0.871441860611	0.060797848751	0.0046751261531	0.0050921621228	0.0022399937759	0.00403219270917
a	0.00839446687893	0.0165408490489	0.796862953537	0.119372182917	0.0406895353844	0.0122676493743	0.00288587459197	0.00298627456972
n	0.00738463562631	0.0099853530163	0.500962551179	0.286580060972	0.139480511795	0.0382797497914	0.00412549819732	0.0132015948566
g	0.00613677520877	0.0076764176721	0.212172983726	0.271192786991	0.269953503932	0.0969150832638	0.0106580360658	0.125294098286
r	0.00356366506959	0.00347417255737	0.089597761242	0.0956055323303	0.293422167977	0.147989027755	0.0155237786886	0.350823366095
à	0.0032295250232	0.00581039085246	0.0486062537473	0.0776446807768	0.170271989326	0.105300925918	0.265445359563	0.323690688698
m	0.0034180916744	0.00971656361749	0.0447057179158	0.354313226926	0.0678432297753	0.0361256356393	0.367356353188	0.116521276233
m	0.0021693041248	0.00729351120583	0.0290084793053	0.457098408975	0.0485405099251	0.0128095422131	0.300814684396	0.142265572078
a	0.00117505160827	0.00288987006861	0.0152750997684	0.210581369658	0.154307636642	0.173554100738	0.256555598132	0.185661190693
a	0.00089034953609	0.0010791133562	0.0104040519228	0.075297809886	0.380181545547	0.341705366913	0.087825536044	0.102616163564
d	0.000587954178697	0.000655271118733	0.00375397364093	0.0271685166287	0.500158181849	0.312233455638	0.037452245348	0.117990487855
r	0.000694470392899	0.000482470039578	0.00206084221364	0.0098307085429	0.382696727283	0.236261818546	0.0251101484493	0.342863162618
e	0.000609819797633	0.000247829013193	0.00148420373788	0.00362406084763	0.253141242428	0.233351939515	0.0169533828164	0.490588054206
f	0.000862952599211	0.000697648671064	0.000845779912627	0.00142603894921	0.250976414143	0.380979313172	0.0133887942721	0.350823684735
ù	0.000982852199737	0.00123563955702	0.000595289637542	0.00083482898307	0.181189238048	0.326400981057	0.320196231424	0.168565394912
m	0.00163660539991	0.00578787651901	0.000720793879181	0.00154710532769	0.0687726126827	0.118417770352	0.728245410475	0.074871918304
m	0.0017364682333	0.00702557683967	0.000701839426394	0.00162183144256	0.0317415708942	0.0479726734507	0.759708803492	0.149490926101
u	0.000759996844433	0.00253734294656	0.000395935608798	0.000683490814187	0.0286477569647	0.0463480411502	0.465823901164	0.454802975367
</S>	0.000633569922217	0.00132652047328	0.000435344304399	0.000429796407093	0.0356598284823	0.0675639705751	0.241287900582	0.652662487683
