 	che	vende	buon	pane	</S>
k	0.746545	0.15754072	0.089798115	0.0016875725	0.00442897
a	0.452599333333	0.45310924	0.0895646983333	0.0006631463	0.0040639422
i	0.191091844444	0.759672413333	0.0471056927778	0.000513949233333	0.00161617026667
p	0.0936094814813	0.811283804444	0.0633655309259	0.0109308730778	0.0208101840889
u	0.145691293827	0.705227934815	0.0582325769753	0.0297281576926	0.0611200280296
l	0.149861631276	0.623487644938	0.103170425658	0.0406872858975	0.0827930093432
ì	0.064796887092	0.659379881646	0.156598808553	0.0302425219658	0.0889818697811
t	0.0490409390307	0.555789627215	0.310439269518	0.0183881339886	0.0663418232604
s	0.0429906163436	0.273575475738	0.329426589839	0.19184701133	0.162159941087
o	0.0375040087812	0.133911425246	0.167453696613	0.39827633711	0.262854313696
m	0.0352376729271	0.0867482084153	0.349387898871	0.310079579037	0.218546437899
ì	0.0139013179757	0.0388104694718	0.627595632957	0.130057026346	0.1896354793
k	0.00489688265857	0.0200360464906	0.789156544319	0.0617323754487	0.124178339767
a	0.00193196155286	0.00731676049687	0.580067608106	0.31275312515	0.0979309599223
l	0.00139829818429	0.00300930183229	0.206011696035	0.478405041717	0.311175986641
ò	0.00115353706143	0.00321137061076	0.136158632012	0.289669013906	0.56980732888
</S>	0.000696930030715	0.00415680030538	0.151532316006	0.196782506953	0.64683116444
