 	non	ci	dimentichiamo	mai	</S>
e	0.3822291	0.580633	0.002868051	0.01203455	0.0222354416
n	0.165720133333	0.806780333333	0.00266982766667	0.00951195	0.0153178749333
è	0.098388511111	0.868953444444	0.00291725255556	0.00790272366667	0.0218382916444
n	0.118930603704	0.849005481481	0.00355287085185	0.00981104822222	0.0187000605481
a	0.130198201235	0.81550182716	0.0271567769506	0.0182320494074	0.00891090584937
a	0.0837102004117	0.570869009053	0.310290092317	0.0279413164691	0.00718915761646
l	0.0356208401372	0.240013169684	0.540547697439	0.0777553054897	0.106062952539
l	0.0134956133791	0.112845389895	0.407855899146	0.178310435163	0.287492650846
i	0.0052267444597	0.0605509966317	0.240401633049	0.258394478388	0.435425883615
m	0.00520101815323	0.0503161322106	0.324728211016	0.212226759463	0.407527294538
o	0.00551381271774	0.0425512440702	0.473661070339	0.209777853154	0.268495431513
n	0.00388196090591	0.0294623480234	0.446872023446	0.214484217718	0.305299143838
i	0.0028522606353	0.0219289093411	0.379745674482	0.205809005906	0.389664047946
s	0.0013117715451	0.00901391644703	0.438574558161	0.192283168635	0.358816349315
t	0.0008516391817	0.00782582548234	0.60406885272	0.117143256212	0.270110116438
ù	0.00108301072723	0.00668648082745	0.448650500907	0.283209118737	0.260370705479
m	0.00312823690908	0.00270130260915	0.160296983636	0.525687706246	0.308185568493
e	0.00351703863636	0.00147804920305	0.0726703945453	0.662312568749	0.260021856164
s	0.00155866354545	0.00094712273435	0.0367016015151	0.59181585625	0.368976618721
t	0.000858521181817	0.00127248891145	0.0797955371717	0.531001285417	0.387071872907
a	0.000661483393939	0.00129362263715	0.0951380890572	0.628934095139	0.273972624302
m	0.00053014379798	0.00082856887905	0.0349380130191	0.469101365046	0.494601874767
à	0.000404901599327	0.000518461593017	0.012324980073	0.356621121682	0.630130624922
i	0.00168768886644	0.00118416083101	0.00794546242433	0.298148673894	0.691034208307
</S>	0.00306916943322	0.00209186541551	0.00967958121217	0.172955286947	0.812204104153
