 	io	non	ho	cosa	da	mangiare	</S>
e	0.9598555	0.02754888	0.005923652	0.0004604401	0.0021016675	0.0012859115	0.0028240348
v	0.942644166667	0.0287118966667	0.014948184	0.0045043017	0.00584063916667	0.0018749715	0.00147581813333
ò	0.922672055556	0.0317079022222	0.029938928	0.00614404723333	0.00615657638889	0.00203018583333	0.00135015937778
e	0.644671351852	0.173398867407	0.156927776	0.0131494624111	0.00491065212963	0.00331977394444	0.00362215979259
n	0.273293583951	0.207126689136	0.401769592	0.055327454137	0.0164948473765	0.0249266479815	0.0210614099309
è	0.116311361317	0.077092669712	0.639662197333	0.0859800847123	0.0200481491255	0.0305878593272	0.0303178366436
c	0.0620010537723	0.0464855632373	0.735592065778	0.104100294904	0.0186019163752	0.0154040964424	0.0178149855479
h	0.0379159245908	0.0344207077458	0.537936688593	0.299252431635	0.0272488054584	0.0202650321475	0.0429606018493
o	0.0138612848636	0.0133873492486	0.243816862864	0.567419143878	0.0857553684861	0.0215748773825	0.0541854006164
t	0.0051654926212	0.0058349664162	0.0943860876213	0.665121381293	0.171906789495	0.0188410924608	0.0387442002055
i	0.0017949103404	0.00215860113873	0.0403190258738	0.469938893764	0.415109929832	0.0351257641536	0.0355526667352
è	0.0223585885801	0.00492032271291	0.0198840052913	0.195434264588	0.595608643277	0.140766821385	0.0210269122451
n	0.0326424961934	0.0062660109043	0.0159941684304	0.0978164215293	0.628852547759	0.205010940462	0.013417127415
a	0.0143457705978	0.00277002563477	0.0109859594768	0.0509862471764	0.510485849253	0.350199980154	0.060226575805
f	0.00545953539927	0.00160044054492	0.0103061231589	0.0210495523921	0.254905616418	0.501613993385	0.205065525268
à	0.00508895846642	0.00117089351497	0.0101524043863	0.010638987464	0.129457605473	0.586817664462	0.256674175089
o	0.00505280282214	0.00137245450499	0.00431428812877	0.00462876915467	0.0548178018243	0.694346221487	0.235468058363
</S>	0.00364446641107	0.0020486122525	0.00290617906438	0.00335908457734	0.0333822009122	0.695480610743	0.259179029181
