 	non	ho	scritto	mai	una	lettera	al	mio	fratello	</S>
e	0.7589015	0.15492585	0.0230627	0.014521995	0.025957475	0.013850325	0.000178542	0.000193532	0.00231734	0.0060906062
n	0.4512402	0.262469616667	0.129685633333	0.018905465	0.047354525	0.083937775	0.000861347666667	0.000348544	0.00243747	0.0027595162
è	0.157213906667	0.340305538889	0.343202544444	0.0118921483333	0.0397352816667	0.103143228333	0.00106280695556	0.000360201466667	0.001416889	0.00166730073333
g	0.0591672422223	0.29926017963	0.562256181481	0.0184977094444	0.0179970338889	0.0402080394443	0.00037135221852	0.000128592878889	0.00146372866667	0.000649579244443
r	0.0249244307408	0.15746579321	0.729127393827	0.0437376698148	0.019296077963	0.0198710731481	0.000435420239507	0.00010958054963	0.00349877288889	0.00153359008148
a	0.0104942469136	0.0830227977367	0.667007131276	0.178418589938	0.043845759321	0.0113095243827	0.000669935079836	0.00018963918321	0.00325180412963	0.00179056126049
t	0.00528990763787	0.0526552992456	0.653496377092	0.221238263313	0.0504772864403	0.00655368479423	0.00457608269328	0.0013170073944	0.00142148787654	0.0029747516535
s	0.00430291787929	0.0437659997485	0.521235025697	0.275331821104	0.0945355288134	0.00490299493141	0.0106755608978	0.0178783624648	0.00111838762551	0.0262535538845
a	0.0043853392931	0.0405052332495	0.211176575232	0.481689940368	0.184675842938	0.00528525831047	0.0120227536326	0.0264368541549	0.00070947547517	0.0331128946282
m	0.00289799976437	0.0230597110832	0.158497858411	0.547607313456	0.197313947646	0.0252750894368	0.0114475845442	0.0140813847183	0.000738266425057	0.0190811082094
à	0.00231083658812	0.0155053703611	0.222437952804	0.464710771152	0.160132649215	0.0468512298123	0.00877784484807	0.0062617949061	0.037334385475	0.0356771694031
i	0.00138444452937	0.00914552678703	0.178654654268	0.319302923717	0.362052216405	0.0384163099374	0.00443869161602	0.00265181730203	0.0490751241917	0.034878067801
è	0.000790690176457	0.00334483626234	0.060186034756	0.172491074572	0.675882072135	0.0553699033125	0.00236755053867	0.00095863113401	0.0167360470972	0.0118733475003
n	0.000816796392152	0.00591856942078	0.024033758252	0.0780746248573	0.672813024045	0.193833967771	0.00589907684622	0.000983280078003	0.0134191923657	0.0042081214001
a	0.000887339464051	0.00684309847359	0.0119218486173	0.0565572082858	0.612449008015	0.222450255924	0.0586084922821	0.013767190026	0.0124818907886	0.00403398913337
g	0.00106575715468	0.0078285414912	0.00670532207243	0.0388445027619	0.492460336005	0.183752351975	0.175243830761	0.057391463342	0.00886125692953	0.0278469863778
r	0.00141104905156	0.0085377638304	0.00504801069081	0.0244549009206	0.231931145335	0.151727510658	0.188435210254	0.140371821114	0.0143189523098	0.233763862126
à	0.00126642468385	0.00460703794347	0.00205153323027	0.0168713803069	0.133115415112	0.188549230219	0.109420203418	0.128916063705	0.13417255077	0.281030177375
m	0.00106954622795	0.00426798931449	0.00429971407676	0.0069346501023	0.140069805037	0.418856743406	0.0804934344727	0.0446345245683	0.202229516923	0.097143859125
m	0.00067894300265	0.00305552743816	0.00513121135892	0.00298425266743	0.096276251679	0.416358247802	0.0706240781576	0.0162470748561	0.264187172308	0.124456863042
a	0.000454897260883	0.00126162914605	0.00206899671964	0.00196924018914	0.054997733893	0.201561682601	0.119422792719	0.190756211619	0.250925000769	0.176581621014
s	0.000390113353628	0.00064139171535	0.000742197506547	0.00165188089638	0.040713884631	0.0898741275337	0.31426026424	0.282510403873	0.093404576923	0.175811207005
o	0.000183629717876	0.00031110423845	0.000292642932182	0.00066636146546	0.015960594877	0.0482932625112	0.353922754747	0.386573134624	0.0413055289743	0.152491335668
n	0.000136140905959	0.00051021874615	0.000315858740727	0.000381468488487	0.00721586162567	0.0195000708371	0.246195584916	0.582848711541	0.0247394463248	0.118157045223
a	0.000147821301986	0.000610736915383	0.000325223513576	0.000306341496162	0.00367064387522	0.0093866549457	0.180135228305	0.670619570514	0.0226549154416	0.112143081741
d	0.000228379100662	0.000914969638461	0.000514142104525	0.000371870498721	0.00298174129174	0.00472167964857	0.152145109435	0.658198523505	0.0215700718139	0.158353427247
e	0.000325458700221	0.00111084287949	0.000583793068175	0.000483759499574	0.00286190043058	0.00311211421619	0.148778469812	0.583483507835	0.023107823938	0.236152142416
r	0.000336401233407	0.0010195506265	0.000572150056058	0.000487160166525	0.00243243347686	0.00198817573873	0.151329256604	0.522760835945	0.021505474646	0.297568714139
f	0.000305277744469	0.0012166168755	0.000607331018686	0.000506708055508	0.00347400449229	0.00202411857958	0.217461418868	0.337159945315	0.016564164882	0.420680904713
ò	0.000216289714823	0.0010331379585	0.000660711339562	0.000389654518503	0.00325022549743	0.00153361285986	0.164261292289	0.157396825105	0.330645094961	0.340613501571
m	0.000170700704941	0.00117479498617	0.00196650044652	0.000207296006168	0.00134832449914	0.00434029428662	0.0620484500963	0.0673223183683	0.73163469832	0.129786700524
m	0.000146347381647	0.00104109099539	0.00215703281551	0.000138570248723	0.00070152846638	0.00563181476221	0.0322522166988	0.0382942061228	0.642693232773	0.276943900175
u	0.000252003607216	0.00058952966513	0.000900813471837	0.000273182329574	0.000762497788793	0.0026994795874	0.0228466722329	0.0530353020409	0.318281977591	0.600358300058
</S>	0.000429131303608	0.000594044832565	0.000478651535919	0.000475753164787	0.0011434488944	0.0015181267937	0.0227454361164	0.0848516510205	0.165523838796	0.722239650029
