 	non	è	li	dimentichiamo	mai	i	i	padri	e	le	madri	</S>
e	0.7643285	0.17257795	0.025306015	0.000973435	0.01882603	0.0006015025	0.000172322	7.04183e-05	0.00517463	0.0003274135	0.002869735	0.008771825
n	0.462600433333	0.421805316667	0.0661824383333	0.00132091833333	0.0199733333333	0.0013314685	0.000401724666667	6.10655333333e-05	0.0138097533333	0.0009886615	0.00632325166667	0.005201455
è	0.173717444444	0.720161438889	0.0694817461111	0.00096702511111	0.0089286131111	0.00126575283333	0.000421286922222	3.61570877778e-05	0.0137160687778	0.00105517796667	0.00623271285556	0.00401674133333
n	0.0917374148147	0.681298812963	0.206256848704	0.00433222403704	0.0068857497037	0.000505216277777	0.000149333274074	1.51616159259e-05	0.0047807965926	0.000360395422223	0.00215086391852	0.00152742477778
a	0.0619439049382	0.348373537654	0.557877616235	0.012007274679	0.0152181499012	0.000991834092592	0.000135795691358	3.81389153086e-05	0.00179159919753	0.000225692440741	0.00077190487284	0.00062479750926
l	0.0228502083127	0.125510345885	0.617248872078	0.156987558226	0.0358414833004	0.0152818013642	0.00780249689712	0.00205415243844	0.00272972073251	0.00261913948025	0.00179319785761	0.00928127041975
l	0.00895973643757	0.0480560886283	0.402607957359	0.337306852742	0.0599599277668	0.0394960671214	0.0199531989657	0.0313012741461	0.0118285835775	0.00648056316008	0.00285041928587	0.0311992568066
i	0.00388336247919	0.0183215162094	0.342454985786	0.302201950914	0.118073909256	0.0675694223738	0.0256017663219	0.042985691382	0.0316934945258	0.01022952772	0.00304340976196	0.0339405522689
m	0.00482140415973	0.0125495187365	0.291331995262	0.303493983638	0.158572303085	0.0888355407913	0.025580288774	0.0191594571273	0.0331011981753	0.0134449759067	0.00373859658732	0.045370317423
o	0.00499563805324	0.00941757191217	0.154456131754	0.388563994546	0.192155434362	0.103897913597	0.0295362629247	0.0200904790424	0.0222795327251	0.0176129919689	0.00316089219577	0.0538330058077
n	0.00345920268441	0.00544902297072	0.0916496772513	0.340784331515	0.228177144787	0.160710971199	0.0469591876416	0.0240671263475	0.0232144442417	0.021448997323	0.00335371739859	0.0507265019359
ì	0.00276000422814	0.00530951432357	0.0671240257504	0.212531743838	0.355000048262	0.1432660904	0.0406747725472	0.0134681621158	0.0518316480806	0.015077402441	0.0295487657995	0.063408167312
s	0.00282383140938	0.00697101144119	0.0677869752501	0.185749547946	0.430804016087	0.0969417968	0.0264270341824	0.00762585737193	0.0610001493602	0.00812735081367	0.0559008552665	0.049841889104
u	0.00256497280313	0.00614963281373	0.0609773150834	0.160729915982	0.492657338696	0.132575598933	0.0280078113941	0.0115412024573	0.0367812164534	0.00670886360456	0.0386163317555	0.0226900747013
m	0.00153827326771	0.00410370327124	0.0229236350278	0.0697622053273	0.449271779565	0.236508532978	0.071606503798	0.0285287341524	0.0458878054845	0.0118477545349	0.0214619572518	0.0365589365671
e	0.0011742137559	0.00339455022375	0.00950429567593	0.0330829417758	0.274868593188	0.382859844326	0.120580501266	0.0477960447175	0.0527055684948	0.0148698415116	0.0155490524173	0.0436141855224
m	0.000747422251967	0.00187481254125	0.00443639255864	0.0136056439253	0.192052931063	0.452493948109	0.151435167089	0.0589007149058	0.0547812561649	0.0140776705039	0.0112681174724	0.0443259018408
