 	non	ti	dimentichiamo	mai	</S>
e	0.770672	0.04579995	0.02302713	0.09599435	0.064506675
s	0.638944	0.140010783333	0.0188830966667	0.132803216667	0.0693590083333
e	0.424927333333	0.367579594444	0.0221193655556	0.114859765556	0.0705142114444
a	0.253201741111	0.337842098148	0.334461988519	0.0479218485187	0.0265726924815
l	0.0874013537037	0.160973599383	0.61299666284	0.0629828495062	0.0756459774938
l	0.0310024045679	0.132426699794	0.48174955428	0.154963949835	0.199857992498
i	0.011949534856	0.111044399931	0.31504418476	0.249534316612	0.312427997499
m	0.00818240161867	0.0799371666437	0.43342439492	0.204453972204	0.274001999166
o	0.00693782720622	0.0422126888812	0.591072798307	0.196536190735	0.163240333055
n	0.00488311906874	0.0650398296271	0.516151266102	0.231583396912	0.182342444352
ù	0.00354855968958	0.065110577209	0.319059688701	0.348844465637	0.263436814784
m	0.00310833656319	0.022017663403	0.161229496234	0.539385821879	0.274258604928
e	0.0029488758544	0.00772647113433	0.130044998745	0.672312940626	0.186966468309
m	0.00145254661813	0.00388828337811	0.0729100962483	0.547660313542	0.374088756103
à	0.000816021939377	0.0024787096427	0.0275130170828	0.452610437847	0.516581918701
i	0.00101480604646	0.000998343064233	0.0129790606943	0.412641145949	0.572366639567
</S>	0.00159869802323	0.000755478532117	0.0120330303471	0.250671572974	0.734941319783
