 	devo	comprare	il	pane	ogni	giorno	</S>
è	0.924361	0.0026130665	0.0003789515	0.00018211915	0.04677541	0.0050294125	0.02066031
n	0.871612666667	0.00667126983333	0.000656392166667	0.000292878716667	0.0912982033333	0.00771756083333	0.0217513366667
a	0.883690222222	0.0177199566111	0.00425993338889	0.00114507723889	0.0784419877778	0.00552854061111	0.00921442922223
v	0.626211707407	0.240576552204	0.058680544463	0.0069480157463	0.0436899492593	0.00497946387037	0.0189134934074
o	0.240947669136	0.345986184068	0.243124848154	0.0587402385821	0.0830466830864	0.00565148129012	0.0225023678025
r	0.096949029712	0.187391828023	0.349723616051	0.0973234128607	0.168263894362	0.01372078043	0.0866269259342
à	0.0342706032373	0.0941176626743	0.218698138684	0.0607914376202	0.452612964787	0.0267859934767	0.112722775311
s	0.0200907877458	0.137831174225	0.239904312895	0.0445161125401	0.485196654929	0.0249266311589	0.0475341251037
o	0.0143999845819	0.163193424742	0.282751437632	0.31043870418	0.194972751643	0.013295897053	0.0209478537012
o	0.00495522019397	0.0704986415807	0.144033379211	0.46570556806	0.299327117214	0.006172262351	0.00930769656707
s	0.00193854106466	0.0315384138602	0.0707716930703	0.339832189353	0.469898372405	0.033556364117	0.0524638988557
s	0.00084015378822	0.160040871287	0.11264889769	0.253791063118	0.304103714135	0.0444630147057	0.124111966285
o	0.000436803696073	0.205192157096	0.11807149923	0.137063221039	0.188736494712	0.0626504982352	0.287848988762
m	0.000410628565358	0.0768122423653	0.0444835997433	0.0601108736797	0.448547831571	0.0720299327451	0.297604429587
ì	0.000350003521786	0.0282801192884	0.0162869680478	0.0274518472266	0.674062943857	0.118824410915	0.134743609862
k	0.0079538778406	0.0124978482628	0.00631939081593	0.0104613917422	0.489182314619	0.378636470305	0.0949488032873
a	0.0104770469469	0.0150380094209	0.00543148693864	0.00980165058073	0.209068004873	0.535102490102	0.215081501096
m	0.00424005664897	0.012950571807	0.00440361897955	0.00850899686024	0.0776962316243	0.510110163367	0.382090500365
è	0.00211715651632	0.004427107509	0.00161551334985	0.00302566115341	0.0303686772081	0.650867054456	0.307578700122
r	0.000945774472107	0.001698659743	0.00059848813995	0.00106452658447	0.0127995324027	0.759943684819	0.222949100041
i	0.000556121490702	0.001113738581	0.000345648379983	0.000515754528157	0.00530118713423	0.512973361606	0.479194033347
</S>	0.000328998745351	0.0010451837905	0.000302587689992	0.000416159764078	0.00273305306712	0.292476380803	0.702697516674
