 	sicuramente	stanno	ancora	svegli	</S>
s	0.999053	0.0006980735	0.0001650734	5.48598e-06	7.83595e-05
i	0.978369	0.0102109445	0.0111640164667	0.00020572675	5.02562633333e-05
k	0.811871333333	0.0930523815	0.0485782388222	0.01881618525	0.0276817407511
u	0.741477111111	0.1304305605	0.0584452462741	0.03266466175	0.0369823445837
r	0.593160037037	0.1973789535	0.0597966154247	0.11264918725	0.0370154125279
a	0.359175345679	0.309597651167	0.0731147718082	0.21964439575	0.0384681175093
m	0.420565115226	0.304002550389	0.0938614572694	0.166386098583	0.0151848291698
è	0.474599705075	0.34585685013	0.0819310424231	0.0669758995277	0.0306365197233
n	0.475387901692	0.401387283377	0.0511788374744	0.0368213665092	0.0352247135744
t	0.331372017231	0.451993427792	0.0400920958248	0.132928288836	0.0436142448581
e	0.176647389077	0.547065809264	0.0383901819416	0.191612762945	0.0462839729527
s	0.128574696359	0.517354269755	0.0440798939805	0.262136587648	0.0478544823176
t	0.0521332987863	0.322152356585	0.0265282313268	0.515119862549	0.0840658274392
è	0.0251015329288	0.428690385528	0.0134007071089	0.43823812085	0.0945688091464
o	0.0202251109763	0.561820461843	0.20492483237	0.150679993617	0.0623494550488
n	0.0147238736588	0.405055820614	0.285098877457	0.159197451206	0.135923803683
e	0.0074220812196	0.275451606871	0.330449225819	0.220295817069	0.166381067894
a	0.00629191040653	0.152018135624	0.37536174194	0.40248760569	0.0638406559647
n	0.00732993346884	0.115506978541	0.194107647313	0.568987868563	0.114067718655
k	0.00607921782295	0.090881872847	0.087595925771	0.356043439188	0.459399572885
ò	0.00500785594098	0.100142504282	0.0392107185903	0.145459496063	0.710179190962
r	0.00867142864699	0.160141501427	0.225286672863	0.088605032021	0.517295063654
a	0.00908054288233	0.118863667142	0.497544224288	0.126808344007	0.247703021218
a	0.00591059429411	0.0485891923807	0.390109474763	0.418882781336	0.136507873739
t	0.0034711747647	0.0193275974602	0.135079194921	0.638589260445	0.20353282458
s	0.00195914258823	0.0081028191534	0.0554376016403	0.420399256815	0.51410127486
ù	0.00184216519608	0.00568781638447	0.0332915005468	0.432245922272	0.526932758287
n	0.00445026173203	0.0116988254615	0.0229373001823	0.733335974091	0.227577686096
n	0.00436168161068	0.0139433184872	0.0152693567274	0.553626291364	0.412799328699
i	0.00200475823689	0.00812610949573	0.0180306422425	0.375169730455	0.596669109566
t	0.0012094779123	0.00337527049858	0.0183835260808	0.320794476818	0.656237703189
i	0.000530823137433	0.00126150916619	0.00707306402693	0.157095725606	0.834039234396
</S>	0.000421639568717	0.000740822083095	0.00490239701347	0.130229362803	0.863706117198
