 	possono	essere	ancora	svegli	</S>
i	0.4927115	0.36236665	0.13480725	0.0016087415	0.0085064248
s	0.7126505	0.15191655	0.130916883333	0.00144629483333	0.0030700658
ò	0.690073833333	0.260039083333	0.045001475111	0.000733375944443	0.0041519796
z	0.376049511111	0.573573027778	0.038252239037	0.00777122198148	0.00435362486667
o	0.14293678037	0.776576009259	0.050573479679	0.0283682739938	0.00154524028889
n	0.0496033601233	0.811804003086	0.0371506932263	0.0963495579979	0.00509256376296
e	0.0174979560411	0.757699334362	0.0524363977421	0.165188185999	0.00717858125432
ì	0.00647864468037	0.690448778121	0.147823799247	0.151796028666	0.00345313641811
n	0.00323381489346	0.710906592707	0.172417833082	0.111993376222	0.00144879113937
e	0.00173990163115	0.525351064236	0.379042844361	0.0920975587407	0.00176880004646
a	0.00088137887705	0.190571748079	0.671176614787	0.135415886247	0.00195440268215
n	0.00419779462568	0.0813268760263	0.521349538262	0.314136628749	0.0789892302274
k	0.00505677954189	0.0432398120088	0.222175606087	0.29621903625	0.433308743409
ò	0.00961637451396	0.11951569067	0.0845400286957	0.120880105417	0.665447581136
r	0.013479004838	0.163969830223	0.312550742899	0.0832180018057	0.426781927045
a	0.00689361161267	0.0755716134077	0.629418247633	0.112321700602	0.175794575682
a	0.00274718720422	0.0276159244692	0.466349415878	0.414679566867	0.088607891894
t	0.00226715906807	0.0126828448231	0.162516951959	0.675439522289	0.147093463965
s	0.00170687695602	0.00591554527437	0.0661359639863	0.448866290763	0.477375154655
ù	0.00105433291867	0.00632732542479	0.0395596546621	0.434580546921	0.518478051552
n	0.00400338097289	0.0188448084749	0.0261581848874	0.72802451564	0.222969217184
n	0.00631805699096	0.0233002694916	0.0160318282958	0.545828738547	0.408521272395
i	0.00397240066365	0.0125325328305	0.0184951760986	0.390520146182	0.574479757465
t	0.00141247912122	0.0044580609435	0.0189654585329	0.352020348727	0.623143585822
i	0.00050804747374	0.00158707484783	0.0072908293443	0.178828082909	0.811786195274
</S>	0.00026517953687	0.000836358723915	0.00505172967215	0.156813041455	0.837034097637
