 	lo	ho	finito	di	fare	</S>
t	0.9747255	0.00706182	0.0010644375	0.01214651	0.00429293	0.0007089695
o	0.666689266667	0.31829684	0.0015099225	0.01137667	0.00177947016667	0.00034795134
s	0.242028405556	0.42598368	0.277773290833	0.0127677233333	0.0359396635556	0.00550747562
p	0.132841018519	0.162242726667	0.537683430278	0.0157245744444	0.101375221185	0.0501335252067
ì	0.0943505495063	0.0893969755557	0.652244810093	0.0109040181481	0.0933789737283	0.0597249274022
c	0.0365620265021	0.188493958519	0.688824603364	0.0190692660494	0.0468702245761	0.0201798928007
c	0.0169559730007	0.202032169506	0.424632267788	0.0291960220165	0.262445074859	0.0647384622669
e	0.133092321834	0.206868239835	0.181283922596	0.0741477740055	0.324483904953	0.080123774089
t	0.173106070611	0.208576983278	0.365073074199	0.0898965580018	0.111693201651	0.051654011363
s	0.124537653537	0.089523064426	0.4214339914	0.0666927526673	0.0657206538837	0.232091803788
a	0.108657637846	0.0535444548087	0.1534650638	0.291371184222	0.0548370512946	0.338124601263
a	0.037924997282	0.0237859449362	0.0588452179333	0.666049728074	0.0281193837649	0.185274677088
t	0.0133384204273	0.0101444916454	0.0304669693111	0.637381242691	0.0618542279216	0.246814369029
s	0.0126318634758	0.00672694054847	0.021077046437	0.305586747564	0.111005409307	0.542971789676
è	0.0118724538253	0.00752124018282	0.024266605479	0.148475582521	0.328327469769	0.479536529892
k	0.0042219312751	0.0150836800609	0.0583705351597	0.127289527507	0.61183315659	0.183201183297
à	0.00157091926837	0.0142707090203	0.0539985073866	0.0791099325023	0.76961938553	0.0814307677657
m	0.000666427266123	0.0078491953401	0.0690131647955	0.0322075008341	0.827373461843	0.0628903892552
i	0.000375905788708	0.00557836211337	0.0738037577785	0.0156309996114	0.542106520614	0.362504629752
</S>	0.000205408944354	0.00285621155669	0.0369049331592	0.0079320988057	0.285939810307	0.666161814876
