 	non	sono	ancora	vestita	</S>
e	0.419102	0.1159878	0.384088	0.033981457	0.0468405645
n	0.22035932	0.382731266667	0.358118033333	0.0210802903333	0.0177107611667
ì	0.0767286166667	0.758338088889	0.140287125111	0.0166197137444	0.00802637472223
m	0.0287017855556	0.893941696296	0.068332389037	0.00609171154813	0.00293263024074
e	0.0168874851852	0.627855865432	0.351349396346	0.00271334284938	0.00119399711358
a	0.0121912950617	0.242212255144	0.741183132115	0.00294996661646	0.00146314173786
n	0.00811581502057	0.123315785048	0.638506044038	0.0785397922055	0.151522450579
k	0.00506179834019	0.0749247483493	0.290310894679	0.189750264069	0.439952483526
ò	0.00243921778006	0.13023636945	0.103213044893	0.30699675469	0.457114827842
r	0.00208617759335	0.153728856483	0.287062214964	0.32582491823	0.231298009281
a	0.00272363586445	0.0590572588277	0.545953404988	0.28162363941	0.110642503094
e	0.00409502528815	0.0233735929426	0.393155534996	0.42679554647	0.152580934365
n	0.00392116509605	0.0145475043142	0.143717078332	0.51602751549	0.321786978122
d	0.00200946403202	0.0082668527714	0.0661020261107	0.354445838497	0.569175659374
i	0.00105074701067	0.00298655659047	0.0392874153702	0.309298946166	0.647376219791
m	0.00117325233689	0.00261993986349	0.0168141984567	0.531291648722	0.448101073264
è	0.00126715777896	0.0056995899545	0.00833392948557	0.717240882907	0.267458691088
n	0.00300606959299	0.0310299799848	0.0259629864952	0.777483294302	0.162517763696
i	0.003667482531	0.0361817266949	0.0326138054984	0.595952431434	0.331584454565
</S>	0.0022032702655	0.0181285133975	0.0183876677492	0.395854715717	0.565425727282
