 	dei	genitori	</S>
à	0.8883955	0.0562295	0.0553753
t	0.856761833333	0.0804028	0.0628357
t	0.568441211111	0.271972933333	0.1595864
u	0.203063237037	0.618767644444	0.178169521667
s	0.0763003923457	0.726869548148	0.196830228889
g	0.0303206607819	0.705901849383	0.26377740963
e	0.0127088512606	0.751189283128	0.236101469877
n	0.00472851975353	0.700435761043	0.294835489959
i	0.00196281491784	0.709621920348	0.28841516332
t	0.000894778305947	0.806082306783	0.19302305444
ò	0.000561816768649	0.755768768928	0.243669684813
r	0.000705766256216	0.706461256309	0.292833228271
u	0.000705460418739	0.636787752103	0.36250707609
</S>	0.000481752709369	0.522791376051	0.476727038045
