 	sembra	che	il	ladro	è	entrato	da	qui	</S>
i	0.840582	0.12951865	0.0019956	0.001099345	0.02294169	0.00182173895	0.0001396583	6.492175e-05	0.001836639
f	0.610113333333	0.218111216667	0.00343303333333	0.0218902883333	0.123531163333	0.00705545965	0.00354166443333	0.000279591416667	0.0120444023333
è	0.311939544444	0.464286405556	0.00273411144444	0.0300402027778	0.159459221111	0.0103762632167	0.00484117114444	0.000441838805556	0.0158814974444
n	0.163598281481	0.734782468519	0.00382250748148	0.0121748979259	0.071257537037	0.0063528367389	0.00186147809148	0.000251110868519	0.00589881914813
e	0.122256960494	0.82045582284	0.0225965991605	0.0046769559753	0.024952355679	0.00225999641297	0.000658475740493	9.87649228397e-05	0.00204363502938
t	0.064104463498	0.867055607613	0.0368321663868	0.00931498499177	0.0115036085597	0.00333261063766	0.00239245358016	0.00123343700761	0.00423031698979
e	0.0273422644993	0.821663535871	0.109669088796	0.0139489283306	0.00997624618657	0.00580975354589	0.00396203786005	0.00172606233587	0.00590180232993
k	0.0150026814998	0.693007511957	0.165950029599	0.0420539094435	0.0329107820622	0.0179326345153	0.00824558262002	0.00238057411196	0.0225160307766
a	0.00832037049993	0.470038837319	0.320561676533	0.0766648698145	0.0422210273541	0.0298681448384	0.0116506808733	0.00302504803732	0.0376491769255
o	0.00544250149998	0.22698551244	0.474718225511	0.174711856605	0.0577858424514	0.0228083316128	0.00837808695777	0.00197121267911	0.0271983589752
l	0.00244573516666	0.106613404147	0.345757741837	0.418272618868	0.0736065474838	0.0156262938709	0.0103779689859	0.00245483422637	0.0248445863251
à	0.00114577826889	0.0492702747157	0.157523573946	0.694291539623	0.0516579158279	0.0136624512903	0.0095646006953	0.00224141374212	0.0206421154417
d	0.000471104302963	0.0343623649052	0.0715787846487	0.807133846541	0.057924305276	0.0161397704301	0.00330667559843	0.00107874924737	0.00800430514723
r	0.000278415767654	0.0295764616351	0.0436389548829	0.814846948847	0.0619542684253	0.0196456901434	0.00194869619948	0.00224409874912	0.0258665817157
o	0.000265570255885	0.0139257838784	0.0310756116276	0.573757516282	0.292812056142	0.0197770967145	0.0310123387332	0.00321093624971	0.0341634039052
m	0.000256076151962	0.00655394462613	0.0302068372092	0.405295372094	0.370563085381	0.121037098905	0.0422060062444	0.0049298587499	0.0189519113017
b	0.000306751450654	0.00352810154204	0.0393895457364	0.440862790698	0.14547422846	0.270072032968	0.0270086954148	0.01113997625	0.0622179037672
ì	0.000310703216885	0.00296313718068	0.0397189985788	0.287476296899	0.21839054282	0.344387010989	0.0204677351383	0.01188347875	0.0744021279224
k	0.000122316338962	0.00192781506023	0.0148474978596	0.178207798966	0.28159618094	0.482055003663	0.00782604571277	0.00594202958333	0.0274754166408
e	9.32433129873e-05	0.00085183735341	0.0059849809532	0.109777812322	0.152925760313	0.397421757888	0.281452779238	0.00714829319444	0.0443436862136
a	0.000147242770996	0.000941532117803	0.00305252065107	0.036871074774	0.0726453201043	0.136230359296	0.578759593079	0.110502364398	0.0608500954045
p	0.000202937256999	0.0015929273726	0.00138463421702	0.012757299258	0.0345932467014	0.049716226432	0.602452197693	0.230059454799	0.0672408984682
ò	0.000204537085666	0.00196660579087	0.00096096907234	0.005122976086	0.0142784789005	0.0255806654773	0.426870965898	0.431815484933	0.0931989661561
t	0.000320808361889	0.00323045526362	0.00067291569078	0.00489775869533	0.0085669396335	0.0427789884924	0.201803555299	0.668140494978	0.0695876553854
t	0.000399122453963	0.00317780175454	0.00040226823026	0.00439457556511	0.0057735365445	0.0481445628308	0.126165251766	0.497094731659	0.314447885128
u	0.000236680551321	0.00134470225151	0.000249722410087	0.0016600537217	0.00280089851483	0.0228927161769	0.0705344505887	0.184405043886	0.715875961709
</S>	0.000139268875661	0.000744268625755	0.000204469205044	0.00086819566085	0.00154942875741	0.0114542009384	0.0446281752944	0.097234371943	0.843177980855
