 	Valeria	legge	il	giornale	</S>
e	0.9977185	0.00223387485	1.0287745e-05	6.27006e-06	3.0905595e-05
V	0.945631166667	0.0540681682833	0.000141153215	4.90076766667e-05	0.000110150095
a	0.601825755556	0.397231389428	0.000536109071667	0.000128200225556	0.000278294365
l	0.288464951852	0.679373463143	0.00611609302389	0.00256417640852	0.0234813807883
è	0.180371723951	0.769180487714	0.0076877013413	0.00682373880284	0.0359365602628
r	0.13220031465	0.839692495905	0.00395279078043	0.00647026293428	0.0176840000876
i	0.123483004883	0.859969831968	0.00648675026014	0.00303196097809	0.0070281680292
a	0.0505168242943	0.937413610656	0.00781072008671	0.00130844232603	0.0029501656764
m	0.0177401707648	0.953659870219	0.0144507100289	0.00296727610868	0.0111818768921
e	0.0100057302549	0.91622095674	0.0376355700096	0.00715678870289	0.0289811256307
l	0.00763387675163	0.857038318913	0.0574846566699	0.0116440962343	0.0661993085436
e	0.00689335891721	0.659187439638	0.191743685557	0.0227324320781	0.119443436181
t	0.00622027963907	0.426464813213	0.288756895186	0.0446773106927	0.233881145394
à	0.00259448354636	0.370356271071	0.171792881729	0.109374270231	0.345882381798
o	0.00173052151545	0.28376952369	0.32045254391	0.138554656744	0.255492860599
g	0.00152991117182	0.132080274563	0.42807584797	0.167194785581	0.271119353533
i	0.00104510772394	0.054779231521	0.33500061599	0.256207928527	0.352967117844
o	0.000924887241313	0.0221312471737	0.270528071997	0.395375309509	0.311040372615
r	0.000761600413771	0.0109142757246	0.190142557332	0.390670436503	0.407511124205
n	0.000884460137924	0.00708221524153	0.186766852444	0.220186945501	0.585079708068
à	0.000728204712641	0.00635071508051	0.112400060815	0.378644115167	0.501877236023
l	0.000348480237547	0.0051801016935	0.0399631402717	0.723401371722	0.231107212008
e	0.000372048079182	0.00257614323117	0.0436767900906	0.625877123907	0.327497870669
</S>	0.000484200039591	0.00160596561559	0.0651114950453	0.406834061954	0.525963935335
