 	il	dito	si	gonfiò	</S>
o	0.72733	0.25410465	0.017032034	0.0001821165	0.001351485
d	0.411512916667	0.535899883333	0.0367251113333	0.00225673616667	0.013605815
à	0.140087691556	0.805327961111	0.0334032737778	0.00385343872222	0.017327976
t	0.054439799852	0.91501032037	0.0200396945926	0.00377064290741	0.00673975966667
t	0.026125145284	0.721724440123	0.0194700648642	0.166037720969	0.0666426498889
i	0.017917960428	0.356435946708	0.317421121621	0.22129530699	0.0869293832963
l	0.031287253476	0.344959115569	0.457525373874	0.10844080233	0.0577870277654
o	0.029982094492	0.32779846519	0.478104457958	0.0936633007767	0.0704512425885
è	0.0134109578307	0.12260248173	0.597703485986	0.217158833592	0.0491236741962
p	0.0047949222769	0.0566679272433	0.633126828662	0.283185277864	0.0222246180654
r	0.0017269850923	0.0264571757478	0.492488409554	0.163646159288	0.315681172688
i	0.000791323030767	0.0126915449159	0.224618603185	0.0822578864293	0.679640724229
m	0.000606064676922	0.00537191797197	0.145518201062	0.23743672881	0.61106724141
m	0.000493027225641	0.00264368499066	0.0696078670207	0.300524942937	0.626730413803
è	0.000311105408547	0.00328494399689	0.0304936523402	0.235377347646	0.730532804601
n	0.000372065469516	0.0075752013323	0.0485514474467	0.253308449215	0.690192601534
o	0.000342195456505	0.00663691215743	0.0520551834822	0.144634323072	0.796331200511
</S>	0.000177078678252	0.00332077364871	0.0261621432411	0.072872921536	0.897467100256
