 	il	morto	si	piange	</S>
o	0.5080947	0.48779535	0.002530065	0.000190172	0.0013895686
a	0.186941033333	0.802842783333	0.009409675	0.000260791333333	0.000545632933333
p	0.0672184777777	0.890919927778	0.024745825	0.00100361677778	0.0161122153111
e	0.0468235592592	0.903490642593	0.023474685	0.00157412225926	0.0246371717704
t	0.0415722530864	0.861357547531	0.028492905	0.00448404741975	0.0640935572568
a	0.0415566843621	0.80501318251	0.0344099683333	0.0128253158066	0.106194919086
m	0.039230661454	0.837992060837	0.0377483894444	0.0129939686022	0.072034806362
m	0.035476553818	0.749494020279	0.0381466964815	0.0617372528674	0.115145368787
è	0.031473414606	0.580054673426	0.146924765494	0.110572084289	0.130974756262
n	0.0122485248687	0.533905224475	0.316666255165	0.0874756614297	0.0497038284207
o	0.0107485649562	0.536799074825	0.349625418388	0.0547357204766	0.0480910191402
i	0.00938698965207	0.388022858275	0.513220139463	0.0287676768255	0.0606024730467
k	0.00461717121736	0.199088452758	0.565054379821	0.0202171622752	0.211023157682
l	0.0114332970725	0.114955017586	0.291444699274	0.166989420758	0.415178052561
è	0.0124925988908	0.044925085862	0.105761139091	0.527866473586	0.30895483752
e	0.00453283283027	0.0328633086207	0.331456379697	0.508674957862	0.122472299173
t	0.00188106677676	0.0276491965402	0.402187026566	0.317155119287	0.251127299724
e	0.00067613775892	0.0104714958467	0.140116422189	0.338539706429	0.510196099908
</S>	0.00039725837946	0.00694185292335	0.0733719810945	0.315461353214	0.603827549954
