 	aveva	lavorato	tutta	la	settimana	</S>
ì	0.995144	0.0027055	8.62401e-05	0.00013214585	4.32489e-05	0.0018886495
c	0.977014	0.0203335266667	0.0001163107	0.00015411935	2.55035366667e-05	0.00235655316667
h	0.898453	0.0994101755556	0.000310759233333	0.000237418183333	1.11765955556e-05	0.00157750905556
e	0.570543	0.426003391852	0.00227480407778	0.000320569727778	2.82140118519e-05	0.000829992351853
p	0.2129541	0.741730797284	0.0173849846926	0.0104833295759	0.00142889133728	0.0160178321173
o	0.0870459666667	0.794612932428	0.0787002615642	0.016447853192	0.00218161411243	0.0210112710391
l	0.0384874555556	0.802587310809	0.113024453855	0.0187875277307	0.00482828503748	0.022284784013
e	0.0172711951852	0.60062777027	0.314430517952	0.0354587759102	0.00659246167916	0.0256191080043
m	0.0193154417284	0.48214759009	0.422519172651	0.0430363586367	0.00792415389305	0.0250572160014
ì	0.0253085472428	0.551273196697	0.246466390884	0.0499790528789	0.00809977796435	0.118873005334
s	0.0168720390809	0.569433732232	0.191304463628	0.0587943509596	0.0176986859881	0.145896601778
o	0.00801629902697	0.409314244077	0.296939487876	0.189271483653	0.0353829953294	0.061075353926
n	0.00309317234232	0.144645081359	0.276941195959	0.503019494551	0.0358604317765	0.036440704642
t	0.00141653018077	0.053872560453	0.12949266532	0.506283831517	0.226789943926	0.082144268214
a	0.000529966126923	0.0199355168177	0.08154098844	0.470013610506	0.302088147975	0.125891422738
ò	0.0128925153756	0.0308193356059	0.0519089961467	0.555351203502	0.240720215992	0.108307640913
l	0.0192434051252	0.0493828785353	0.0324226320489	0.497372401167	0.306506738664	0.095072046971
i	0.00871325677507	0.0319793581784	0.022349960683	0.343852067056	0.463659579555	0.129446015657
t	0.00356640065836	0.0121320480595	0.0108257868943	0.140157855685	0.457708526518	0.375609671886
i	0.00184769431945	0.0054773506865	0.0056321422981	0.066284451895	0.356071508839	0.564687223962
n	0.00101919553982	0.00382730156217	0.00401554409937	0.037387583965	0.36092483628	0.592826074654
a	0.000735462746607	0.00326177085406	0.00331812803312	0.0233362079883	0.311220612093	0.658128358218
d	0.000412681148869	0.00201172061802	0.00226477601104	0.0146724493294	0.335701537364	0.644937119406
d	0.000343707382956	0.00182614287267	0.00217323867035	0.0277200497765	0.411414512455	0.556522373135
o	0.000247581460985	0.00128987362422	0.00200990955678	0.0291176965922	0.353549837485	0.613785124378
m	0.00227569182033	0.00584095454141	0.00242051985226	0.0144080821974	0.359481945828	0.615573041459
à	0.00357330394011	0.0095521315138	0.00222504095075	0.00774298539913	0.318133391943	0.658773347153
d	0.0038484446467	0.0147079905046	0.00270276798358	0.00410565646638	0.375811207314	0.598824115718
a	0.00327971621557	0.0139826928349	0.00301654299453	0.00282921915546	0.476972735771	0.499919371906
</S>	0.00169379510779	0.00717594041745	0.00187125199727	0.00155025007773	0.363751867886	0.623957185953
