 	Marika	è	che	si	sposa	domani	</S>
M	0.9743195	0.008522465	0.0064909041	0.0051102075	0.000206723185	0.00040462	0.004945339
a	0.760397166667	0.182083888333	0.0370969013667	0.0112051691667	0.00314466406167	0.00125478666667	0.004817193
r	0.616545055556	0.283739629444	0.0675049671222	0.0162529230556	0.00509804468722	0.00147832888889	0.009380751
ì	0.505591018519	0.411986209815	0.0521199557074	0.0133917810185	0.00286677356241	0.00251461296296	0.0115294703333
k	0.382756339506	0.578932736605	0.0235666685691	0.0060737563395	0.0010232663208	0.00291241132099	0.00473477744443
a	0.288692569835	0.573879912202	0.110895639523	0.00997790811317	0.0124839585736	0.00198476077366	0.00208521314814
è	0.108758413278	0.627497970734	0.225042546508	0.0179846360377	0.0167302228579	0.00227926025789	0.00170709438271
n	0.0534311710927	0.486621656911	0.407360848836	0.0364507120126	0.00643219428597	0.00835118008596	0.0013526694609
a	0.0242805213642	0.219946952304	0.431695616279	0.224499504004	0.0847002480953	0.011433023362	0.0034446378203
r	0.00845764345473	0.0826792674347	0.262963872093	0.496717501335	0.132668316032	0.00731290778733	0.00920089260677
m	0.00322205948491	0.0295042291449	0.205647290698	0.591587833778	0.0999313386773	0.00989093926244	0.0602166642023
a	0.00121555359497	0.011074439715	0.133713463566	0.486216277926	0.241281446226	0.0130148797541	0.113484221401
s	0.00094410196499	0.004894059905	0.0883000878553	0.404683092642	0.350560148742	0.0191798932514	0.1314390738
t	0.001049637655	0.004862156635	0.106039929285	0.315557364214	0.260066716247	0.0267960977505	0.285628691267
ì	0.000664232218333	0.00460156887833	0.086062843095	0.140816461405	0.135093918749	0.345411465917	0.287349890422
à	0.000761856739444	0.00628027629278	0.030472044365	0.0487324538017	0.0508390529163	0.757250488639	0.105663956807
v	0.000968575913148	0.00667834743093	0.0111353081217	0.0170831546006	0.0225477543054	0.89852616288	0.0430607289357
v	0.000944902304383	0.00246185071031	0.00484395270723	0.00908551153353	0.00864885143513	0.86558172096	0.108433319645
r	0.00107488410146	0.00088891113677	0.00406446090241	0.0112300538445	0.00534291714504	0.534549506987	0.442849439882
i	0.00079573033382	0.00038183304559	0.00328820063414	0.00917565794817	0.00706614238168	0.189429181329	0.789863479961
</S>	0.00043538361691	0.000251838522795	0.00184663581707	0.00494608897408	0.00863327119084	0.0951017091645	0.888785239981
