 	ho	rotto	una	bottiglia	</S>
è	0.3716773225	0.624157	0.0013633455	0.0001416604	0.00266094
g	0.124413579167	0.873341	0.000772652166667	5.2041751e-05	0.0014209116
l	0.0824177830557	0.905527666667	0.00916339738889	0.000384547934667	0.00250666213333
a	0.344980261019	0.608678755556	0.042854132463	0.000641064644889	0.00284586949111
s	0.450887087006	0.440701451852	0.0781349441543	0.011923710215	0.0183531819437
a	0.268670695669	0.363157517284	0.318086848051	0.0234560700717	0.0266291873146
m	0.162013498556	0.147094072428	0.51122794935	0.0627495900239	0.116915122438
i	0.0721757661853	0.0719378408093	0.602732649783	0.0957372966746	0.157416540813
a	0.0306237587284	0.0250495936031	0.807407883261	0.0673687988915	0.0695498469377
b	0.0153689895761	0.00921319220103	0.62745829442	0.27595219963	0.0720071156459
u	0.010226633192	0.00341881040034	0.29878109814	0.549133399877	0.138440038549
t	0.00576810773067	0.00125030780011	0.15543939938	0.694750466626	0.142791779516
t	0.00399030924356	0.000586672600037	0.0638911331267	0.727513488875	0.204018359839
ì	0.0134934830812	0.0770382052	0.0848193443756	0.460149729625	0.36449945328
g	0.0376665610271	0.3515250684	0.114187881459	0.186362609875	0.310258151093
l	0.0346775313424	0.3665502598	0.069734437153	0.075850756625	0.453187050364
i	0.0120787581141	0.122461015533	0.0341353223843	0.276854338875	0.554470350121
a	0.0049417827047	0.0410075504443	0.0217410541281	0.412613779625	0.51969545004
</S>	0.00320113135235	0.0207625552222	0.012417747064	0.313747889813	0.64987022502
