 	mia	sorella	quest	anno	che	viene	vuole	diventare	dottoressa	</S>
a	0.9755005	0.02140585	0.0017605975	4.886835e-05	0.00062362605	3.019304e-05	0.0001365597	4.346755e-05	0.0002163165	0.0002338666
d	0.9191505	0.0493377833333	0.0225461358333	0.00076065165	0.00186010201667	0.00121051778	0.00363781456667	0.00027904635	0.0006513405	0.000565858933333
r	0.7370945	0.169928261111	0.0375567452778	0.0243381172167	0.0101331540056	0.00437824592667	0.00961063818889	0.00350577678333	0.00209376016667	0.00136061631111
e	0.437564533333	0.470461087037	0.0240666984259	0.0330927424056	0.0137937646685	0.00447473864222	0.00857306272963	0.00467066826111	0.00210689685556	0.00119592843704
f	0.214837211111	0.719036695679	0.026265416142	0.0142141374685	0.0107568348895	0.00293287288074	0.00568282424321	0.00258642208704	0.00106308908519	0.00262451914568
f	0.14612007037	0.58252989856	0.0605082053807	0.0983280658228	0.0434161116298	0.00923956762691	0.0168808280811	0.0110981806957	0.0119248696951	0.0199543130486
ì	0.08952875679	0.396404966187	0.248885735127	0.127989001941	0.0539707372099	0.0118546525423	0.0186690493604	0.0134100268986	0.0156191898984	0.0236682030162
m	0.0650267855967	0.528836655396	0.307832045042	0.0458754273137	0.0217596537366	0.00569290594743	0.00664625435347	0.00464590632953	0.00563868219947	0.0080457140054
m	0.0572377618656	0.513148551799	0.387303481681	0.0170146091046	0.0087447459122	0.00410140374914	0.00300633601782	0.00162089813984	0.00323514629982	0.0045869090018
u	0.0298427872885	0.325206183933	0.435786493894	0.0734928897015	0.118315401971	0.00450009791638	0.00430202533927	0.00226615137995	0.00275043876661	0.0035371860006
f	0.0176212090962	0.219442794644	0.438982497965	0.129079963234	0.165223600657	0.00814235263879	0.00855980177976	0.00382110045998	0.0017082329222	0.00741802166687
ù	0.00659616469873	0.104167731548	0.708546499322	0.082719761078	0.0675817868857	0.0090638608796	0.00761993792659	0.00271253195333	0.00167198764073	0.00931956055562
e	0.00276406656624	0.0428744171827	0.672585166441	0.140257027026	0.126865382295	0.00440357362653	0.0038608766422	0.000998631117777	0.00128923988024	0.00410141918521
p	0.00144689518875	0.0168876090609	0.44892005548	0.302931009009	0.169539794098	0.0321711345422	0.0084134855474	0.00265136903926	0.00233603729341	0.0147023853951
p	0.00099189139625	0.0123706330203	0.270813551827	0.335300336336	0.181296598033	0.0498819448474	0.0271921618491	0.0105149630131	0.0320981724311	0.079539628465
ò	0.00110620713208	0.0119663343401	0.140772717276	0.268024778779	0.357967866011	0.0470862149491	0.0311964206164	0.011305277671	0.0420139508104	0.088560126155
r	0.00093147037736	0.00674778811337	0.118707105759	0.191515259593	0.56423928867	0.047382504983	0.0179997068721	0.00440863722367	0.0177536869368	0.0303145430517
k	0.000565406192453	0.00359122603779	0.0952016019197	0.121244786531	0.44034106289	0.132525901661	0.0146435022907	0.00238493040789	0.146677072312	0.0428245320172
e	0.000262361130818	0.00169671234593	0.0561025949732	0.082257062177	0.44138498763	0.160233833887	0.0196728674302	0.00241339013596	0.188579854104	0.0473964340057
t	0.000144478143606	0.00072348911531	0.0199940226577	0.098825454059	0.54730832921	0.201332477962	0.0297322224767	0.00432233671199	0.066587521368	0.0310299680019
e	8.03158145353e-05	0.00032847807177	0.00785219405257	0.0938985180197	0.553645776403	0.233300725987	0.0514158074922	0.005077948904	0.0263946237893	0.0280059460006
e	0.000146002271512	0.00030734639059	0.00297496551752	0.0419186660066	0.474884825468	0.256421808662	0.191509802497	0.00616479630133	0.0109764879298	0.0146952886669
t	0.000234183090504	0.000524126796863	0.00171930283917	0.0187173153355	0.215049141823	0.419532269554	0.305825267499	0.0145496987671	0.00730154930993	0.0165468795556
è	0.000212830696835	0.000599686265621	0.00218754427972	0.0100386674452	0.102500767274	0.528849423185	0.297158089166	0.014365169589	0.01968289977	0.0244047265185
