 	sto	e	cucino	</S>
e	0.6297595	0.323496145	0.04409885	0.002645805
s	0.6074415	0.345636581667	0.0386012166667	0.008320945
t	0.531320833333	0.295161060556	0.154369738889	0.0191483816667
è	0.235507044444	0.522829353519	0.22486057963	0.0168031872222
c	0.153962448148	0.615903451173	0.223258526543	0.00687573574073
e	0.106175029383	0.427778483724	0.462282508848	0.00376401524691
m	0.0386286897943	0.219011694575	0.695910502949	0.0464491284156
a	0.0149932932648	0.108424898192	0.73124316765	0.145338709472
r	0.00551561775493	0.0490389993973	0.741361389217	0.204083903157
è	0.00243140258498	0.0257220997991	0.825527463072	0.146319001052
o	0.00241941419499	0.0151409365997	0.904156487691	0.0782833670173
</S>	0.0033192170975	0.0103620232999	0.915298743846	0.0710201835086
