 	e	che	cucino	</S>
c	0.9573775	0.004668755	0.019392465	0.01856104
e	0.900523166667	0.0644003516667	0.0173284983333	0.0177476996667
p	0.615288055556	0.153446117222	0.199674299444	0.0315914195556
u	0.342291351852	0.236722039074	0.368267766481	0.0527187398519
m	0.222360150617	0.302047013025	0.40707692216	0.068515713284
a	0.115178316872	0.246534671008	0.459376974053	0.178909904428
r	0.0632932389573	0.171030557003	0.538002658018	0.227673301476
è	0.0292843829858	0.213907519001	0.625377552673	0.131430333825
o	0.0138816976619	0.208378139667	0.719302184224	0.0584378446083
</S>	0.0120510988309	0.151034019834	0.799724092112	0.0371906723042
