 	l	ho	sentito	quando	veniva	</S>
t	0.8105855	0.003789923	0.003953265	0.0050685465	0.15681045	0.019792315
o	0.707413833333	0.181586009667	0.0119087983333	0.00520966883333	0.0840213033333	0.00986040366667
n	0.379996382444	0.243129233222	0.135288232778	0.187770062944	0.0473418544444	0.00647417655556
ì	0.127365182148	0.326181641074	0.208951410926	0.258119954315	0.0584624848148	0.0209191788519
k	0.0686867773827	0.648069880358	0.117271870309	0.096817088105	0.0462280816049	0.0229262596173
u	0.0974053591276	0.780342960119	0.0594271234363	0.0337935393683	0.020948470535	0.00808258120577
s	0.0816177600425	0.550004886706	0.237322141145	0.0924528531228	0.0246284801783	0.0139736217353
a	0.0365021936808	0.285172862235	0.418540380382	0.171709951041	0.0380764933928	0.0499979072451
m	0.0211688348269	0.176185770745	0.313457460127	0.38895398368	0.0397898644643	0.0604442690817
ò	0.00709430200897	0.071766106915	0.149147520042	0.650335327893	0.0716738214881	0.0499829896939
t	0.00240465580299	0.0399528689717	0.061604840014	0.697339109298	0.160815273829	0.037883449898
t	0.000859736400997	0.0182881529906	0.0270742466713	0.577622703099	0.314123757943	0.062031669966
e	0.000523303600332	0.00809141099687	0.0115697388904	0.3113438677	0.568938585981	0.099533023322
è	0.000410823933444	0.00595814699896	0.00541869166347	0.111548609233	0.81255452866	0.0641091444407
r	0.000205271711148	0.00650951233299	0.00188085725449	0.043745256411	0.924998509553	0.0226605248136
k	0.000121516803716	0.00530447577766	0.00105565041816	0.13626778547	0.799959503184	0.0572913149379
a	0.000251000834572	0.00261131692589	0.000959564806053	0.16419150849	0.693684501061	0.138302438313
t	0.000300734578191	0.0015887529753	0.000590556935351	0.0576997794967	0.68629316702	0.253527146104
o	0.00016984749273	0.0010849883251	0.000381637645117	0.0219362098322	0.463365389007	0.513062382035
</S>	0.000167554246365	0.00119803416255	0.000397675822558	0.0117634849161	0.292785694504	0.693688191018
