 	nella	pasta	vuole	sale	</S>
s	0.9183215	0.04146598	0.005970815	0.017664275	0.016577475
t	0.963373166667	0.01514221	0.00424553166667	0.0104062883333	0.006832965
i	0.826195055556	0.149659666667	0.0137832605556	0.00762215277777	0.00273990026667
p	0.462472818519	0.198540755556	0.0933309535185	0.191222060926	0.0544329553556
à	0.165296089506	0.265862451852	0.133867151173	0.287461353642	0.147512651785
s	0.0628366131687	0.302463250617	0.349120550391	0.160068451214	0.125511100595
t	0.0323644043896	0.121422316872	0.415849483464	0.324797483738	0.105566250198
a	0.0181585247965	0.044232515624	0.481152127821	0.357696961246	0.0987599433993
t	0.00960438159883	0.0171056285413	0.68050937594	0.154442587082	0.138338174466
è	0.00378444126628	0.00955548951377	0.62514779198	0.152929329027	0.208583058155
l	0.00132264448876	0.00701957317126	0.720758263993	0.143518843009	0.127380519385
i	0.000714007496253	0.00280154105709	0.586817754664	0.35383034767	0.055836039795
à	0.000512232165418	0.0012038546857	0.231653518221	0.734571449223	0.032058883265
l	0.000241272488473	0.000635899228567	0.0884617060737	0.894868149741	0.0157932644217
a	0.000131999829491	0.000316291742856	0.0400482653579	0.644353283247	0.315150554807
</S>	0.000112176264745	0.000210163871428	0.021648277679	0.362453491624	0.615576277403
