 	non	ho	dove	d	andare	</S>
e	0.643905	0.2006584	0.0195375	0.0446555	0.04058236	0.0506617215
n	0.409813666667	0.371039133333	0.0557972	0.114996166667	0.0270609266667	0.0212932881667
è	0.142091585556	0.593906377778	0.108488733333	0.121814972222	0.0221709575556	0.0115274447222
c	0.056558691852	0.588823125926	0.294915244444	0.046112394074	0.00877304451853	0.00481757024073
h	0.0265278129507	0.321874108642	0.621660748148	0.0194383146913	0.00593224817284	0.00456697008024
o	0.0122270966502	0.128311436214	0.763394249383	0.0711334682304	0.0148520393909	0.0100819300267
p	0.00758484555007	0.0556734120713	0.587162416461	0.186774156077	0.0806725464636	0.0821327766756
u	0.00320387185002	0.0265675340238	0.292240105487	0.420762385359	0.138030848821	0.119195358892
è	0.00406192061667	0.0145095413413	0.106489611829	0.645913128453	0.167262616274	0.061763272964
n	0.00465006020556	0.0160437471138	0.049672313943	0.657471042818	0.245739872091	0.0264229476547
a	0.00246300473519	0.0131801383713	0.0279338496477	0.424409647606	0.38939462403	0.142618452552
p	0.00143789624506	0.0108910354571	0.0115902082159	0.162236249202	0.55798620801	0.255858150851
à	0.00112828074835	0.0107666884857	0.00698728607197	0.081847849734	0.589453069337	0.30981671695
o	0.00219120891612	0.00583496282857	0.00490884869066	0.045073776578	0.440245023112	0.501746238983
</S>	0.00358058445806	0.00502071641429	0.00487724934533	0.023684078289	0.334594511556	0.628243119491
